# Column descriptions:
# id	Object ID, according to EcoCyc
# protein-count-avg	A floating point number
# protein-count-std	A floating point number
# protein-concentration-avg	A floating point number in mM units
# protein-concentration-std	A floating point number in mM units
# relative-protein-count-to-protein-rna-counts	A floating point number
# relative-protein-mass-to-total-protein-mass	A floating point number
# relative-protein-mass-to-total-cell-dry-mass	A floating point number
# validation-count	A floating point number
id	protein-count-avg	protein-count-std	protein-concentration-avg	protein-concentration-std	relative-protein-count-to-protein-rna-counts	relative-protein-mass-to-total-protein-mass	relative-protein-mass-to-total-cell-dry-mass	validation-count
EG10831-MONOMER	6.387178197969698	11.533595579986835	7.358576136593948e-6	0.000012965404712203461	534.1753489955737	3.1121922438696673e-6	1.3637091769064176e-6	NaN
EG10832-MONOMER	13.895679857996935	7.9564202281600975	0.00001605981764941867	8.700996497733686e-6	36.812629762450456	3.0230806307357025e-6	1.3246619988797083e-6	792.0
EG10833-MONOMER	2.170820975578974	3.3667296616626334	2.47879692230707e-6	3.797326103209799e-6	154.2645739910314	1.1782415399371806e-6	5.162852017865163e-7	803.0
EG10834-MONOMER	355.75612561245947	95.65753582275994	0.00040804718572985823	0.00006161530288308352	122.74037437117288	0.00006201216579998437	0.000027172665746423108	123.0
RELA-MONOMER	104.15618098062725	77.71536287220293	0.00012130359720748862	0.00008795031592416916	189.9544227763609	0.00006935230988331178	0.000030388990787386137	NaN
EG10836-MONOMER	749.2351986841918	389.10324468681733	0.0008648691110843771	0.0004104586048117559	1982.222679390793	0.0000539380531029612	0.000023634728267786992	NaN
EG10837-MONOMER	43.564506968857444	19.719721537340252	0.00005011762900056803	0.000020151567625551987	209.50308850449818	0.000026640408560927825	0.00001167336937576244	NaN
EG10838-MONOMER	1743.2407965688021	563.4238535577852	0.0020095205114949184	0.0005091838794477602	1087.8414436478377	0.0004827273689397709	0.0002115228402948953	1.0
EG10839-MONOMER	111.33075966347553	54.367415563651825	0.00012778121134504497	0.000054589364145592405	320.9700638512641	0.000016212883492969383	7.1042070254586845e-6	NaN
GLCNACPTRANS-MONOMER	84.43854642274817	47.986335138607636	0.00009759913335553717	0.00005217822369427953	279.866864124898	0.000027471178705578227	0.000012037398581346139	13.0
EG10841-MONOMER	2345.1202954868836	655.4779155032061	0.0026973744660571757	0.00048544601348596533	626.5884272861464	0.0009020632936219553	0.0003952686387178739	324.0
PD00222	33.60635471860961	49.63432199364305	0.0000386789850585399	0.00005571432188009117	638.8822800975195	8.63623011381871e-6	3.784247674059604e-6	2154.0
PD00221	36.91625971741878	52.21018164132922	0.00004241307772496756	0.00005823283418835906	701.8060833559073	9.469428061355097e-6	4.149340701160711e-6	4.0
EG10844-MONOMER	1509.1078905745871	342.33585015512125	0.0017388483185738115	0.00019542017588890557	547.9017381709555	0.0005646411169898161	0.0002474160374939707	776.0
EG10845-MONOMER	3742.999425962378	1008.9368489975031	0.004312780915445355	0.0007841711797620848	1179.5508362750877	0.001396816717678555	0.0006120610897693367	NaN
EG10846-MONOMER	8.451291279310015	23.274071831132805	9.817272069838573e-6	0.000026559745468101387	557.2826845637584	0.000010487873911282878	4.5956061767156125e-6	NaN
EG10847-MONOMER	10.823210661629249	28.32220855585717	0.000012443286218505811	0.000032309775840955843	525.3930830039526	0.000013695281207818821	6.001036954000796e-6	NaN
EG10848-MONOMER	18.389183258457386	41.202011853527864	0.00002084308071874628	0.00004564304252908092	562.2589780295015	0.00002303266140934955	0.000010092516551436938	4.0
EG10849-MONOMER	1.138776648475238	2.0376312098282843	1.2902861501407016e-6	2.1881106310632585e-6	30.51502754595538	1.4437719526893713e-6	6.326360671069929e-7	NaN
EG10850-MONOMER	121.50963955729893	44.37369498958914	0.00013906353761430012	0.000039007704646612646	267.15447238160027	0.000016017014657240593	7.018380666473482e-6	2854.0
EG10851-MONOMER	236.06543621770274	78.73202544860258	0.00027200801533060914	0.00007217587366621974	304.4136046493314	0.000042531867651005666	0.000018636733749624562	NaN
EG10852-MONOMER	24.53591908105126	16.522462310214305	0.000028320317074474376	0.000017937309584041004	79.40448490757453	6.318908026710377e-6	2.768836944769866e-6	NaN
EG10853-MONOMER	136.9019576311381	89.29221597466285	0.0001573347579980464	0.00009640660488755598	626.3181691190166	0.00002247395406483445	9.847700591105097e-6	127.0
EG10854-MONOMER	178.8944015047114	78.1513197849011	0.00020606347744721277	0.00007925286048336047	261.55770404078584	0.00005329929547819877	0.000023354835649834713	386.0
EG10855-MONOMER	228.50479484261803	70.90769103878355	0.0002623449533754331	0.00005694601532473168	141.30221832284573	0.00003874890229691162	0.000016979103319030528	208.0
EG10856-MONOMER	760.2627647036073	220.51423981225676	0.0008728119773792229	0.00016895679794213473	1084.034008452045	0.00017881114092432965	0.0000783519701560656	NaN
EG10857-MONOMER	815.7090341715233	250.39495968725342	0.0009374449241771352	0.00020701068254175324	606.638235868494	0.0001654569089060256	0.00007250037509802542	199.0
EG10858-MONOMER	131.5228831344897	55.028747259951494	0.00015099507324376637	0.000053646257039052844	511.2117114622317	0.000044611501797912755	0.000019547993706759752	NaN
EG10859-MONOMER	853.5210327791767	244.37272222668102	0.0009814126621886551	0.00018671335486564956	491.1033910057298	0.0008007504408641979	0.00035087508709314065	NaN
EG10860-MONOMER	332.6314088145309	178.34946958299656	0.0003793273923962086	0.00017729662771499185	828.6468828284263	0.00004647760946618594	0.000020365690029129405	77.0
EG10861-MONOMER	974.0164883146704	272.97374839880194	0.0011220242516805905	0.00022270684517695488	173.86826426941468	0.00016646464561235528	0.00007294194801082803	1535.0
EG10862-MONOMER	226.49697408891885	55.32746442370474	0.00026120505207392376	0.00003933336817221373	63.06263857339119	0.00002482568535107459	0.000010878188840338689	609.0
EG10863-MONOMER	495.4225405439515	274.61953299257914	0.0005722887660639952	0.000298573776730308	477.44463712960146	0.00009605296552686347	0.00004208875939976959	1409.0
EG10864-MONOMER	29273.165092812927	6151.197991869778	0.033673433131926056	0.001691030554794338	768.6466603752367	0.005749619212882992	0.0025193843663644665	NaN
EG10865-MONOMER	26567.951919260184	6208.275347566148	0.03048501800201973	0.002562378233493757	535.8546778112177	0.00630565554851479	0.0027630299364889113	438.0
EG10866-MONOMER	28257.340442986053	6591.636513909527	0.032425551123451	0.0027074817697575007	569.9283145683977	0.004992565038414622	0.002187656232547723	911.0
EG10867-MONOMER	28230.317076397892	6633.3381794345705	0.03239760057334167	0.002893204187094629	569.3832745351847	0.004952152662600762	0.002169948223710381	107.0
EG10868-MONOMER	30487.65987863786	6910.247000142445	0.035108630880447377	0.0037661751746897723	451.99461325432463	0.004915830990813871	0.0021540326911034433	NaN
EG10869-MONOMER	28334.842589520355	6380.01814425671	0.03261631760663562	0.003255964824710633	420.0780338292276	0.004254713740234398	0.001864342469234192	31.0
EG10870-MONOMER	35125.544024817966	8153.155759728748	0.04029115765876893	0.0032526550311190753	799.2753663392459	0.00439737423663197	0.0019268538479906326	NaN
EG10871-MONOMER	26798.032109466123	5629.946258146579	0.03081500812198162	0.0012495567801824594	434.2426385570977	0.00376900568014605	0.0016515135412832897	NaN
EG10872-MONOMER	29458.16537983174	6187.616623509487	0.03387853809010502	0.0015062374041527257	773.5043466669176	0.003480744569673619	0.0015252024747125091	152.0
EG10873-MONOMER	105138.24041591265	22508.0462799586	0.12089567818224527	0.007059656845670445	1703.688791212735	0.010256600791297348	0.0044942662685793795	710.0
EG10874-MONOMER	24950.3168931944	5576.790746742768	0.02865755899876845	0.0020371905009621575	839.995388221633	0.003175152887578202	0.0013912974493784634	0.0
EG10875-MONOMER	29480.024353851448	6598.099854666149	0.03392649712610913	0.0032013901426071736	437.0559190042528	0.0031721904346952547	0.0013899993534171404	511.0
EG10876-MONOMER	27692.871541779557	6291.353133616623	0.031883545916789345	0.0033773931346760774	410.560496025436	0.003297248236294534	0.001444797533709701	511.0
EG10877-MONOMER	25609.139574601482	6087.523650635881	0.02938768286432031	0.0028191467584899287	516.5161875282673	0.0031111238353723437	0.0013632410186570822	4170.0
EG10878-MONOMER	24948.892005610098	5534.451932277099	0.028643201107640424	0.0016509387653754735	497.6351913803505	0.0028479514693334007	0.0012479234088974614	10.0
EG10879-MONOMER	27538.26808167619	6190.173110061171	0.03169545296128478	0.0030977952991177705	408.2684233824266	0.0027941525370819486	0.001224349640996848	247.0
EG10880-MONOMER	26561.13301591631	6089.717558545685	0.030501021824059636	0.0023431530689045662	1223.1038822686558	0.002772108520361152	0.0012146903315640057	NaN
EG10881-MONOMER	28483.893603551704	6307.339156652238	0.03282699271964595	0.0032802862761347933	649.9871711152489	0.0030577734547158225	0.001339863798359699	NaN
EG10882-MONOMER	25965.60201890253	6070.671666848218	0.029794079389331617	0.002520962058683901	523.7057544479613	0.002522570773833305	0.0011053471778449892	NaN
EG10883-MONOMER	27186.811259686885	6335.801543213729	0.03119479557862838	0.0025612999218423645	548.3365835856108	0.0024190618304111323	0.0010599913370177554	NaN
EG10884-MONOMER	30553.381673950702	6883.354996998967	0.035178634848208795	0.003607775499858111	452.9689713248705	0.002747755233931191	0.001204019139815557	NaN
EG10885-MONOMER	29698.8587582467	6918.534863935479	0.034131806458695915	0.003191162325999553	1748.4892837146112	0.002522633754182539	0.001105374774752084	NaN
EG10886-MONOMER	38257.57296282801	8152.617993809919	0.044007493419721794	0.002567984090473072	1091.0793135912322	0.0027393519509937535	0.0012003369655923875	NaN
EG10887-MONOMER	26292.419069855492	6393.034302852678	0.030180914090722544	0.0033738070991778273	530.2973971185677	0.0015191609244025808	0.0006656702194044136	872.0
EG10888-MONOMER	29611.782024480057	6843.469016636428	0.03411716206994071	0.004099619267505132	439.0092915364883	0.0015394108327690188	0.0006745433813773673	211.0
EG10889-MONOMER	28673.80557630731	6229.556113728303	0.032978178073343974	0.0023527623491337553	1634.4173214121408	0.0017932656341327542	0.0007857781943627759	NaN
EG10890-MONOMER	50738.20472990716	10982.83504195259	0.05848988942960538	0.005190687703865288	1614.1491995145668	0.002600484561829906	0.0011394876612639676	246.0
EG10891-MONOMER	29560.866530146137	6272.523987721391	0.03400324770546689	0.0018498945364410747	843.055308140219	0.0014977640882350392	0.0006562944933720915	NaN
EG10892-MONOMER	29625.73205267304	6373.3942418871375	0.03410759918308953	0.0026275944176877087	1241.2823611630308	0.0012693306475711542	0.0005561988839317471	NaN
EG10893-MONOMER	9092.769257231957	2052.264207950058	0.01044024346553399	0.0007608089897783135	181.36604898055236	0.0026345403625191075	0.0011544103280813022	NaN
RPOB-MONOMER	4023.9559741642356	1128.4852247874817	0.0045931685622362444	0.0006571995529334442	501.4583717541053	0.00481100540285055	0.0021080999192569175	86.0
RPOC-MONOMER	3833.5528572620847	1077.4556340973304	0.004375536013931612	0.0006298819702919223	477.7306675765043	0.004722401833395118	0.002069275357242458	151.0
RPOD-MONOMER	19.216060025607778	34.66393729639845	0.00002222478930706915	0.00003995078543278678	728.2283422047366	0.000010712840175691255	4.694182529083421e-6	NaN
RPOH-MONOMER	346.95692071563354	116.44235825367343	0.0004010226530367103	0.00011477486145070613	488.61073971723096	0.00008942383364158147	0.00003918398768950997	25.0
RPON-MONOMER	186.9592107593378	77.24209869572303	0.00021555759723206188	0.00007780613498085885	137.97587507135776	0.00008009090128826726	0.00003509445706275272	NaN
EG10899-MONOMER	2810.9018232819076	939.3929009638595	0.0032416688887376695	0.0008930391117906339	1078.9048376183505	0.000228360729848745	0.00010006374881024938	3.0
EG10900-MONOMER	25884.544515396217	5905.954949329864	0.029729250320368297	0.0020404882744002404	832.6977207617883	0.012562582194347829	0.005504707704936603	316.0
EG10901-MONOMER	28680.3618513324	6525.18579203088	0.032893345926383696	0.0019209914877629797	1080.3967833389158	0.006089492790700812	0.002668311129475309	352.0
EG10902-MONOMER	25404.865947966136	5952.868491756896	0.02914851297400395	0.002474680665793743	512.3961492686881	0.005244721174745415	0.0022981467196970663	NaN
EG10903-MONOMER	26964.024331459907	5973.200047714969	0.030964114723934493	0.0018835451246122694	537.8293916039719	0.005027942084653538	0.0022031578464672625	948.0
EG10904-MONOMER	27838.840515249656	6289.874537456244	0.03204642458954664	0.0032566444164266258	412.72455814018616	0.0038928097665781136	0.0017057623651271522	NaN
EG10905-MONOMER	45268.64715617284	10543.735534446754	0.05195448408607183	0.0046266546530294266	1030.0798334644332	0.005455468626894315	0.002390492632797779	1445.0
EG10906-MONOMER	34290.03587531577	7436.262275848802	0.039398168971002796	0.0020901916949200984	824.113896090992	0.00545394239631024	0.002389823864774956	2.0
EG10907-MONOMER	28927.264014558572	6514.344697377751	0.033301572040481286	0.0033572383582413786	428.86097400763555	0.0032455670175652496	0.0014221517114942966	227.0
EG10908-MONOMER	27897.84754822832	6141.659239113538	0.03206757203190539	0.002307568062846361	762.5763434184354	0.0032941380381057337	0.00144343469829347	9.0
EG10909-MONOMER	27522.46205143133	6353.403861694781	0.03157061043176524	0.0022594244149041305	555.1063958546895	0.00256505249383966	0.0011239619377582143	NaN
EG10910-MONOMER	27405.931076809084	6063.827523906535	0.03146927109579497	0.001839834949593765	546.643744872432	0.0030157939265020293	0.0013214690902628205	340.0
EG10911-MONOMER	29433.85285502293	6379.723100389765	0.03381142631345356	0.0016352659591509476	707.4022098292289	0.0032151557112816012	0.0014088259995166982	65.0
EG10912-MONOMER	27498.465752141954	6087.356086405207	0.031571914432863314	0.0017965150294719293	548.4894585361184	0.0028629859715664113	0.0012545112694982202	56.0
EG10913-MONOMER	28730.853689616637	6442.38938309308	0.033068827942230095	0.0032025582879968684	425.94909394814005	0.0026450519121369704	0.0011590163085459162	69.0
EG10914-MONOMER	34838.87245983263	7949.008552821442	0.039948936668446317	0.0025964994866442552	861.2513804179647	0.002842319100814878	0.0012454554017711154	1894.0
EG10915-MONOMER	30420.441347400647	6963.844228112562	0.03494537246201965	0.0028158959914131977	1400.8197575772006	0.002221187493358195	0.0009732862018048213	NaN
EG10916-MONOMER	24475.19283389346	5673.620692665765	0.02808511384864775	0.0022365187788431153	493.64537433033	0.0018869456585393516	0.0008268271717284056	251.0
EG10917-MONOMER	56014.026350769556	13249.094139038758	0.06428639962873675	0.006324800558767221	1274.588982878523	0.0040018477974267256	0.0017535409570804468	NaN
EG10918-MONOMER	26034.883079528638	6059.925348005031	0.029870130072372686	0.0023933487691896464	525.1030989076716	0.002158477238721905	0.0009458076455227986	211.0
EG10919-MONOMER	26367.823648314425	5837.087229664593	0.030271107553365616	0.0016969438968164057	1019.8188441088658	0.00203077425747809	0.0008898503929515492	NaN
EG10920-MONOMER	68308.93593170174	14671.035015305266	0.07849866740542587	0.003871561466463259	1813.2271708046874	0.0046174983544262724	0.0020233084548954014	NaN
EG10921-MONOMER	553.4323622869496	245.94315455090148	0.0006366711651588615	0.0002456290130036463	2426.1131863326877	0.0000852900450449732	0.00003737263254083945	NaN
PANTOTHENATE-KIN-MONOMER	319.7863256910334	95.09717295105445	0.0003683916581665436	0.0000815514333973285	615.1341728435668	0.0000923075560156489	0.00004044758529435344	715.0
EG10925-MONOMER	86.7539699179859	30.707663648197503	0.00010022994534945766	0.000030104089134732962	68.70138987400539	0.000012916599735653132	5.659832109868482e-6	NaN
EG10926-MONOMER	131.592113700161	52.53479801635797	0.00015121112658530116	0.00005082222673647598	503.79565451187295	0.00005692523213871393	0.000024943658804498742	NaN
EG10927-MONOMER	43.04694487813914	36.835220626296994	0.000049362101745422884	0.00003959109936153222	279.63864168308584	0.000040565069734771995	0.000017774916690356614	NaN
SBMA-MONOMER	37.06072381665808	29.817887928685078	0.00004255550603581227	0.00003294388388695311	263.3638073195429	0.000013670940426638486	5.990371241837906e-6	NaN
SBP-MONOMER	98.0902602914564	56.05982828336106	0.00011343915546226789	0.00006142245645120242	255.98847753677467	0.00002854899151350955	0.00001250967763803309	NaN
LSERINEDEAM1-MONOMER	119.89645541946476	88.0879262460713	0.0001374097257411927	0.00009313357052426876	943.9703346368357	0.00004653871437787549	0.000020392465151710356	NaN
SDH-FLAVO	1093.0790991273407	381.72758787631983	0.0012490686660371186	0.0003218297303595327	514.2045268687674	0.0005589703407710678	0.00024493120077319206	NaN
SDH-FE-S	1667.1410300514801	527.0220979774438	0.001908477424735358	0.00041137673683739283	784.2538250575985	0.0003543191521335497	0.00015525656561544269	NaN
SDH-MEMB1	1903.905420177219	611.5087070444159	0.002178097164065762	0.0004807435011743545	804.8911559005843	0.000216207136327388	0.00009473825291580007	NaN
SDH-MEMB2	1123.104743545639	367.06126925376765	0.0012846581009448503	0.00029483866864319855	471.38582458526594	0.00011474712892133848	0.000050280220652155265	NaN
PD02198	128.298499563365	79.35730650506207	0.00014802221696919295	0.00008553247986337513	499.68316486304354	0.000028639992042237693	0.000012549552506423484	8.0
SECA	936.4315114084889	300.4975472594208	0.001076391195302927	0.00025536878613338133	701.1283427268544	0.0007583089401966428	0.0003322779506032495	NaN
SECB	4799.633367056347	1189.215251924309	0.005530430746049045	0.0008139430866641536	1418.0905523318754	0.0006578442020700875	0.0002882560282401459	NaN
SECD	285.0504827412129	100.06297353997157	0.00032905462084339455	0.00009736759279442008	239.43248229472655	0.00015080565543699632	0.00006608044752181174	201.0
SECE	1301.8585160109678	303.09417150683663	0.0014997549671369715	0.00018277854267587844	367.47048903587904	0.0001410818995206564	0.00006181966472369545	NaN
SECF	302.4647038108363	110.55390976503595	0.0003491639941970206	0.00010871722906293839	254.05982176748384	0.00008495317911538553	0.00003722502367751466	NaN
EG10941-MONOMER	154.42385960912517	72.65531630411188	0.00017765929782656098	0.00007520452877543162	473.4231688519168	0.00006203931827393967	0.00002718456349405791	454.0
EG10942-MONOMER	189.1880767093395	91.90255576675577	0.00021792184812965344	0.00009507805462404995	580.0011669922179	0.00010342611488642265	0.00004531954678577967	150.0
EG10943-MONOMER	608.7458071844269	206.18087086998696	0.0007039911927937142	0.00019968050397689628	780.0961494818065	0.00017727036328896983	0.00007767682786527325	256.0
PGLYCDEHYDROG-MONOMER	9670.097997585784	2186.953892282706	0.011106201620639113	0.0008495085050898957	1078.440719967927	0.00339100287262204	0.0014858792047373144	186.0
PSERPHOSPHA-MONOMER	65.84393504825377	55.006857630052615	0.00007640322249821186	0.000062509115387403	293.21489176547374	0.00001831599964392037	8.025756393368513e-6	140.0
PSERTRANSAM-MONOMER	7539.679098720222	1734.275314634399	0.008664574635366552	0.0007245046707982155	883.9560978892706	0.002380993133532648	0.0010433102880278294	39.0
SERS-MONOMER	3090.8176392397463	857.2144128949193	0.003548126833569243	0.0005713792221392903	1148.6093867016054	0.0011877095970816386	0.0005204339417754438	204.0
MALIC-NAD-MONOMER	884.1559163533548	315.65289783978875	0.001019535692231787	0.000302155509946456	897.3682771928665	0.000443537019419707	0.00019435030238630223	85.0
EG10949-MONOMER	222.93652405970806	102.77687981815406	0.0002548551996185869	0.00009846734789451587	311.9385460221253	0.00004642321085335991	0.000020341853491502923	NaN
EG10950-MONOMER	117.13452429176581	72.5640208985603	0.00013525040475052932	0.00007821328430831926	537.5654403796569	0.0000682231823500008	0.000029894226499573595	NaN
EG10951-MONOMER	15.845107550630322	16.899844243697444	0.000018485754172051432	0.000019711472724641534	150.14022567267818	3.029909841983888e-6	1.3276544419296284e-6	NaN
EG10952-MONOMER	1903.6856146579082	479.4424438600602	0.002184491594169582	0.0002710448509509347	709.8100572736644	0.00018596695812498983	0.00008148752632359576	NaN
SUPEROX-DISMUTMN-MONOMER	28341.01628475523	6497.606648082635	0.032636586694652664	0.003659558476492493	2095.851182268472	0.005196697145548845	0.002277103415108031	45.0
SUPEROX-DISMUTFE-MONOMER	482.9534032085039	502.23141795248944	0.0005523612660560444	0.0005512935005628384	2089.5356866060733	0.0000815183719594181	0.00003571995018832928	437.0
EG10955-MONOMER	227.91331624791098	110.58428137969399	0.0002636424557973051	0.00011758518480638522	710.3864729395343	0.00002235457209550451	9.795389463007827e-6	413.0
EG10956-MONOMER	475.30372289860503	199.34034814488462	0.0005499678872361729	0.0002055926312327347	787.3412428387898	0.00014858243204991133	0.00006510626922635047	NaN
PD04132	43.02855124710691	48.75714553459191	0.00004954532041926949	0.000053674135593187816	642.7878059905731	5.860486136052502e-6	2.567964347514234e-6	22.0
PD00406	330.08168026104465	214.3810429938504	0.0003829506268014422	0.0002383547080963549	1858.4453944276988	0.0000338483507676916	0.000014831765825511607	NaN
ARGDECARBOXBIO-MONOMER	741.2039217761783	287.8142572622981	0.0008542447927611066	0.00028083815938067467	841.6972912871818	0.00043462680211399515	0.00019044599823158165	NaN
AGMATIN-MONOMER	1338.025864262494	518.1436602939415	0.0015404986514277108	0.0004986498997800331	1519.4371110761806	0.00035633457927511115	0.0001561396911658477	211.0
ORNDECARBOX-BIO-MONOMER	155.34632788947536	93.5000104845106	0.0001777964153593425	0.00009746895818593108	727.7726800240318	0.00009792343096868145	0.000042908365223644374	973.0
SPED-MONOMER	1695.0616276205733	770.0149517084635	0.0019429808362607583	0.0007653574948601763	766.3792344959099	0.0004087104983736927	0.00017908991914881897	NaN
SPERMIDINESYN-MONOMER	1689.7804631791507	616.4963187686383	0.001943693120665443	0.000565902325060365	789.9694438919664	0.000433420614188052	0.00018991746740353832	NaN
ORNDECARBOXDEG-MONOMER	11.255517987529949	25.067375099546414	0.000013211006517165516	0.00002900775509318139	673.9003046922609	7.362944053868815e-6	3.2263155963735307e-6	NaN
GUANYL-KIN-MONOMER	661.7793822785222	173.20130638634149	0.0007632275832579088	0.000135042177604243	527.3874168210473	0.00012393934443246456	0.00005430809157604062	3968.0
SPOT-MONOMER	29.738564539538366	11.046973781750644	0.00003416567485236385	0.000010595508204983719	44.999393202014446	0.000018735597022119363	8.209616756231048e-6	NaN
EG10967-MONOMER	83.35791042163267	32.18401952561995	0.00009545052188062054	0.0000302159185363034	126.13437957216121	0.00001677186163211334	7.349141643344909e-6	NaN
EG10968-MONOMER	159.46003008608528	64.2388603011543	0.00018321052921350624	0.00006202134152157311	349.6480838414226	0.00008509409221650964	0.00003728676937768078	NaN
GUTA-MONOMER	73.90677791868615	75.55643833143579	0.00008516682560673675	0.00008436546189843966	637.3154171566993	0.000019558040803923244	8.569997492654006e-6	NaN
GUTB-MONOMER	71.7319488577262	74.76130134693207	0.00008269548019434786	0.00008358223015314608	618.5613579315066	7.571684871652805e-6	3.317782236767516e-6	500.0
SORB6PDEHYDROG-MONOMER	72.1047679727719	74.36078559213489	0.00008327454501734431	0.00008340427699850152	621.7762642840844	0.000015946779405022513	6.987604785523067e-6	165.0
PD00345	64.792298125014	70.04381511070682	0.00007455402382676783	0.00007754029210208946	558.7191279467781	6.667006321335544e-6	2.92136763749326e-6	NaN
EG10973-MONOMER	98.51436213631561	106.48215946537533	0.00011348912458935223	0.00011821646983967978	849.512366374695	0.00002661385392172439	0.0000116617335890457	NaN
PD00283	134.86759069081967	82.5166493208456	0.00015544427272030963	0.00008704366193921748	388.59714833692084	0.000030223885687731555	0.000013243587492166542	NaN
EG10975-MONOMER	488.08187364251296	179.46826561532365	0.0005609377511785673	0.00016730039648904727	807.5062455587325	0.00019345836833351587	0.00008477013358201974	NaN
EG10976-MONOMER	140.8436785633589	170.16635096388632	0.0001598419650316743	0.00018514694802987072	2380.214076851629	0.000021216097169555823	9.29652930832032e-6	NaN
EG10977-MONOMER	1454.3908972289453	398.5054340472089	0.0016715317419337768	0.0002882543256084956	686.8867801544169	0.00028057000890332806	0.0001229409579886502	44.0
EG10978-MONOMER	440.35175681975016	113.84383460944909	0.0005065468655581421	0.00007833773375391904	207.97146142316987	0.0000637956038770407	0.00002795413767410262	1.0
E1O-MONOMER	1741.6261915860741	543.2521222114541	0.002009212882201069	0.0004861694810619808	473.1344495713186	0.0014525023051500338	0.0006364615575765114	NaN
E2O-MONOMER	3967.592516747853	1227.5728416717052	0.004579636369001465	0.001102429145267289	1077.8459296281221	0.0013861330064323385	0.0006073796710367432	NaN
SUCCCOASYN-BETA	2672.546581524538	725.0985153643187	0.0030776172614991005	0.0005534542936744193	859.2004198796249	0.0008781247978876852	0.00038477920112658655	NaN
SUCCCOASYN-ALPHA	5800.991112594833	1392.4634141497693	0.006671790910355528	0.0007747727094807013	845.3302951471285	0.0013713650303267928	0.0006009085976063865	NaN
EG10983-MONOMER	1072.8597984354421	341.7559593321472	0.0012305198303688024	0.0002749770669734742	881.4678244523124	0.0002484782934654095	0.00010887891958740301	25.0
EG10984-MONOMER	34.04392202044958	64.64081652237273	0.000039084731218366625	0.00007348451911537584	1571.9818591972928	5.081574153807321e-6	2.2266584978250185e-6	48.0
EG10985-MONOMER	634.0957217912417	202.14453673774736	0.0007271054968363429	0.00016777835332540216	391.2830554609984	0.0002380347579741594	0.00010430274174465596	NaN
EG10986-MONOMER	140.65346447989546	86.89994345679389	0.00016086422797949803	0.00009107822503917733	649.176036753791	0.000023560566197973107	0.00001032383536093428	NaN
TAP-MONOMER	2206.199490287161	601.7449493015085	0.0025418687041101596	0.00046939340909162497	617.6937101086338	0.0010071897282755181	0.00044133323641581745	26.0
TAR-MONOMER	2400.6815170063733	641.2025238951172	0.002766684122316191	0.000492259113782967	672.1449622109541	0.0011423261915047731	0.0005005477130932836	NaN
PD00268	3.644485472980538	9.947546402639098	4.141077959502695e-6	0.000011140597693086157	593.4302287040107	9.992763499496897e-7	4.378657299773827e-7	36.0
THREDEHYDCAT-MONOMER	24.408464408649646	47.47294107633986	0.00002803210546964949	0.000054277943185639076	648.1879561057353	6.826734769085499e-6	2.9913578993219417e-6	395.0
TDCC-MONOMER	15.096690734177834	32.618351644713606	0.00001727762601570504	0.000036979729388552594	400.90572463376395	5.859597353822769e-6	2.5675748984095565e-6	27.0
PD03292	0.0	0.0	0.0	0.0	NaN	0.0	0.0	1274.0
THREODEHYD-MONOMER	137.55316870802858	154.89824660873936	0.0001596328158627925	0.00017779736538520743	798.774861992742	0.000040662201103298	0.00001781747798742472	NaN
TDK-MONOMER	276.93581567285554	92.29414989434152	0.000319516582832975	0.00008515298510411888	882.9554455124253	0.00005156797419840304	0.000022596200407400224	2435.0
THIOESTERII-MONOMER	298.7816153255832	162.9081742480714	0.0003427266537199356	0.00016830346654938763	1072.2921034752308	0.00007581767506006272	0.00003322200273931608	NaN
EG10996-MONOMER	634.5640733872494	248.434448707533	0.0007265667578665638	0.00022615296284197057	731.7923856831311	0.0002145611750586705	0.00009401702096382024	NaN
EG10997-MONOMER	228.97801150925076	97.02521410051908	0.0002640306799540311	0.00009817327200515905	499.01096176026977	0.00008945798016758224	0.00003919895011060027	37520.0
ASPKINIHOMOSERDEHYDROGI-MONOMER	1594.751197438408	513.7289708249739	0.00183517858893166	0.00046410682392232364	566.3980273051163	0.001128179208713893	0.0004943487482653678	10489.0
HOMOSERKIN-MONOMER	840.1930618800343	294.3698468447166	0.0009669114504733238	0.00028137130064035965	298.4062301183357	0.00022424622275564324	0.00009826084248517843	NaN
THRESYN-MONOMER	1616.355365928628	677.604094810821	0.001859537900945054	0.0006927824810408258	574.0710476697244	0.0006044322336722539	0.00026485182125253557	NaN
THRS-MONOMER	3266.066484548821	802.0043891922138	0.00376681308703981	0.0005639694379722909	729.1640166603422	0.0019188118564133236	0.000840790392207298	244.0
THYMIDYLATESYN-MONOMER	867.4784216815231	302.44966409195547	0.0009977540386441998	0.00028151797600935245	828.8128497107016	0.00020986130100509847	0.0000919576168926915	2099.0
EG11003-MONOMER	11137.868590167673	2663.2474250238356	0.012784476019087804	0.001286511604763429	1319.8809477861735	0.004259575055734564	0.0018664726141738152	75.0
EG11004-MONOMER	90.44076929183706	69.64077752776107	0.0001040019955113534	0.00007630795112169327	687.9786466398265	0.00005706396989136307	0.000025004451304333443	NaN
TRYPTOPHAN-MONOMER	45.15863183628935	61.17653589954617	0.000051402916210776166	0.00006779112895567337	650.6289116344545	0.000018919034363405126	8.289995847911986e-6	41.0
