p_expressed	max_monomer_counts	max_mRNA_counts	cistron_idx	gene_name	cistron_name	protein_name
0.75	270	2	804	EG10817	EG10817_RNA	EG10817-MONOMER
0.5	25	1	805	EG10818	EG10818_RNA	RIBOKIN-MONOMER
0.25	17	1	810	EG10823	EG10823_RNA	EG10823-MONOMER
0.75	59	1	811	EG10824	EG10824_RNA	EG10824-MONOMER
0.25	20	1	812	EG10825	EG10825_RNA	EG10825-MONOMER
0.25	68	1	817	EG10830	EG10830_RNA	EG10830-MONOMER
0.5	17	2	819	EG10832	EG10832_RNA	EG10832-MONOMER
0.75	122	2	825	EG10838	EG10838_RNA	EG10838-MONOMER
0.75	3886	2	826	EG10839	EG10839_RNA	EG10839-MONOMER
0.5	2488	1	828	EG10841	EG10841_RNA	EG10841-MONOMER
0.5	26	1	829	EG10842	EG10842_RNA	PD00222
0.25	12	1	832	EG10845	EG10845_RNA	EG10845-MONOMER
0.25	8	1	834	EG10847	EG10847_RNA	EG10847-MONOMER
0.5	1	1	835	EG10848	EG10848_RNA	EG10848-MONOMER
0.25	211	1	882	EG10895	EG10895_RNA	RPOC-MONOMER
0.75	47	1	935	EG10950	EG10950_RNA	EG10950-MONOMER
0.5	188	1	941	EG10956	EG10956_RNA	EG10956-MONOMER
0.5	232	1	953	EG10968	EG10968_RNA	EG10968-MONOMER
0.5	136	1	954	EG10969	EG10969_RNA	GUTA-MONOMER
0.5	2213	1	955	EG10970	EG10970_RNA	GUTB-MONOMER
0.5	3861	1	956	EG10971	EG10971_RNA	SORB6PDEHYDROG-MONOMER
0.5	5780	1	957	EG10972	EG10972_RNA	PD00345
0.75	654	3	958	EG10973	EG10973_RNA	EG10973-MONOMER
0.25	142	1	968	EG10983	EG10983_RNA	EG10983-MONOMER
0.25	6058	1	973	EG10988	EG10988_RNA	TAR-MONOMER
0.25	316	1	974	EG10989	EG10989_RNA	PD00268
0.25	324	1	975	EG10990	EG10990_RNA	THREDEHYDCAT-MONOMER
0.25	354	1	977	EG10992	EG10992_RNA	PD03292
0.75	271	1	988	EG11003	EG11003_RNA	EG11003-MONOMER
0.5	168	1	989	EG11004	EG11004_RNA	EG11004-MONOMER
0.5	278	1	990	EG11005	EG11005_RNA	TRYPTOPHAN-MONOMER
0.5	539	2	1001	EG11016	EG11016_RNA	EG11016-MONOMER
0.75	345	1	1002	EG11017	EG11017_RNA	TREHALAPERI-MONOMER
0.75	74	1	1004	EG11019	EG11019_RNA	TRKA-MONOMER
0.75	9	1	1019	EG11034	EG11034_RNA	TSR-MONOMER
0.75	386	2	1022	EG11037	EG11037_RNA	EG11037-MONOMER
0.75	50	2	1024	EG11039	EG11039_RNA	CHORISMUTPREPHENDEHYDROG-MONOMER
0.75	122	1	1025	EG11040	EG11040_RNA	TYRB-MONOMER
0.5	1656	1	1026	EG11041	EG11041_RNA	TYRP-MONOMER
0.75	428	1	1030	EG11045	EG11045_RNA	URPHOS-MONOMER
0.75	119	1	1031	EG11046	EG11046_RNA	UGPA-MONOMER
0.75	60	1	1032	EG11047	EG11047_RNA	UGPB-MONOMER
0.75	142	1	1033	EG11048	EG11048_RNA	UGPC-MONOMER
0.75	237	1	1034	EG11049	EG11049_RNA	UGPE-MONOMER
0.25	61	1	1047	EG11062	EG11062_RNA	EG11062-MONOMER
0.5	41	1	1048	EG11063	EG11063_RNA	EG11063-MONOMER
0.5	325	1	1049	EG11064	EG11064_RNA	EG11064-MONOMER
0.5	272	1	1050	EG11065	EG11065_RNA	ALTRO-OXIDOREDUCT-MONOMER
0.75	235	1	1060	EG11075	EG11075_RNA	XYLULOKIN-MONOMER
0.25	298	1	1065	EG11081	EG11081_RNA	EG11081-MONOMER
0.75	194	2	1077	EG11094	EG11094_RNA	EG11094-MONOMER
0.25	153	1	1081	EG11098	EG11098_RNA	EG11098-MONOMER
0.25	149	1	1083	EG11100	EG11100_RNA	EG11100-MONOMER
0.75	278	3	1088	EG11105	EG11105_RNA	EG11105-MONOMER
0.25	70	1	1102	EG11123	EG11123_RNA	EG11123-MONOMER
0.75	202	1	1105	EG11126	EG11126_RNA	EG11126-MONOMER
0.25	41	1	1107	EG11128	EG11128_RNA	EG11128-MONOMER
0.25	1196	1	1114	EG11135	EG11135_RNA	NICOTINAMID-MONOMER
0.25	68	1	1118	EG11139	EG11139_RNA	EG11139-MONOMER
0.25	30	1	1124	EG11145	EG11145_RNA	EG11145-MONOMER
0.75	190	2	1129	EG11151	EG11151_RNA	EG11151-MONOMER
0.5	28	1	1135	EG11157	EG11157_RNA	EG11157-MONOMER
0.75	1863	3	1136	EG11158	EG11158_RNA	EG11158-MONOMER
0.25	990	1	1144	EG11167	EG11167_RNA	EG11167-MONOMER
0.25	12	1	1145	EG11168	EG11168_RNA	TTDA-MONOMER
0.25	3	1	1147	EG11171	EG11171_RNA	EG11171-MONOMER
0.5	288	1	1150	EG11174	EG11174_RNA	EG11174-MONOMER
0.75	115	2	1151	EG11175	EG11175_RNA	GKI-MONOMER
0.75	168	2	1159	EG11183	EG11183_RNA	EG11183-MONOMER
0.25	17	1	1161	EG11186	EG11186_RNA	EG11186-MONOMER
0.75	300	2	1162	EG11187	EG11187_RNA	EG11187-MONOMER
0.75	356	1	1170	EG11195	EG11195_RNA	EG11195-MONOMER
0.25	34	1	1179	EG11205	EG11205_RNA	UDPNACETYLMURAMATEDEHYDROG-MONOMER
0.75	293	2	1182	EG11208	EG11208_RNA	EG11208-MONOMER
0.75	202	2	1184	EG11210	EG11210_RNA	EG11210-MONOMER
0.75	358	2	1186	EG11212	EG11212_RNA	EG11212-MONOMER
0.75	41	1	1190	EG11218	EG11218_RNA	CREB-MONOMER
0.5	948	1	1192	EG11221	EG11221_RNA	GLU6PDEHYDROG-MONOMER
0.5	96	1	1206	EG11235	EG11235_RNA	EG11235-MONOMER
0.75	438	2	1210	EG11239	EG11239_RNA	EG11239-MONOMER
0.5	1544	2	1211	EG11241	EG11241_RNA	EG11241-MONOMER
0.25	5	1	1213	EG11244	EG11244_RNA	EG11244-MONOMER
0.5	75	1	1215	EG11246	EG11246_RNA	EG11246-MONOMER
0.25	93	1	1217	EG11249	EG11249_RNA	EG11249-MONOMER
0.75	80	3	1218	EG11250	EG11250_RNA	EG11250-MONOMER
0.5	80	1	1227	EG11259	EG11259_RNA	EG11259-MONOMER
0.25	9	1	1230	EG11262	EG11262_RNA	YHFC-MONOMER
0.25	27	1	1232	EG11265	EG11265_RNA	CMPKI-MONOMER
0.75	76	1	1236	EG11269	EG11269_RNA	EG11269-MONOMER
0.75	305	1	1241	EG11275	EG11275_RNA	EG11275-MONOMER
0.75	102	1	1248	EG11284	EG11284_RNA	FABZ-MONOMER
0.25	597	1	1250	EG11286	EG11286_RNA	ACETYLORNDEACET-MONOMER
0.25	190	1	1251	EG11287	EG11287_RNA	EG11287-MONOMER
0.25	30	1	1252	EG11288	EG11288_RNA	EG11288-MONOMER
0.75	1635	2	1254	EG11290	EG11290_RNA	EG11290-MONOMER
0.25	62	1	1255	EG11291	EG11291_RNA	EG11291-MONOMER
0.75	106	2	1258	EG11294	EG11294_RNA	EG11294-MONOMER
0.25	37	1	1263	EG11299	EG11299_RNA	EG11299-MONOMER
0.25	47	1	1264	EG11300	EG11300_RNA	EG11300-MONOMER
0.25	53	1	1265	EG11301	EG11301_RNA	EG11301-MONOMER
0.25	0	1	1272	EG11311	EG11311_RNA	EG11311-MONOMER
0.75	5978	1	1275	EG11314	EG11314_RNA	ASL-MONOMER
0.25	292	2	1276	EG11315	EG11315_RNA	EG11315-MONOMER
0.5	1147	1	1289	EG11328	EG11328_RNA	FERREDOXIN-MONOMER
0.5	46	1	1290	EG11329	EG11329_RNA	SUCCSEMIALDDEHYDROG-MONOMER
0.75	96	2	1299	EG11338	EG11338_RNA	EG11338-MONOMER
0.75	57	2	1300	EG11339	EG11339_RNA	EG11339-MONOMER
0.75	95	2	1301	EG11340	EG11340_RNA	EG11340-MONOMER
0.75	1538	2	1308	EG11347	EG11347_RNA	FLIF-FLAGELLAR-MS-RING
0.75	44	2	1309	EG11350	EG11350_RNA	EG11350-MONOMER
0.75	29	2	1310	EG11351	EG11351_RNA	EG11351-MONOMER
0.75	67	2	1311	EG11352	EG11352_RNA	EG11352-MONOMER
0.75	186	2	1312	EG11353	EG11353_RNA	EG11353-MONOMER
0.25	6	1	1315	EG11356	EG11356_RNA	EG11356-MONOMER
0.75	190	2	1324	EG11366	EG11366_RNA	PD04418
0.25	3694	2	1328	EG11370	EG11370_RNA	4OHBENZOATE-OCTAPRENYLTRANSFER-MONOMER
0.25	154	2	1329	EG11371	EG11371_RNA	EG11371-MONOMER
0.25	43	1	1330	EG11372	EG11372_RNA	EG11372-MONOMER
0.75	969	3	1339	EG11381	EG11381_RNA	EG11381-MONOMER
0.25	2516	1	1356	EG11401	EG11401_RNA	EG11401-MONOMER
0.75	1454	2	1359	EG11404	EG11404_RNA	EG11404-MONOMER
0.75	288	2	1361	EG11406	EG11406_RNA	RIBOFLAVIN-SYN-MONOMER
0.75	631	2	1362	EG11407	EG11407_RNA	DALADEHYDROGA-MONOMER
0.75	8	1	1373	EG11419	EG11419_RNA	BCR-MONOMER
0.75	70	2	1375	EG11422	EG11422_RNA	EG11422-MONOMER
0.75	60	2	1377	EG11424	EG11424_RNA	EG11424-MONOMER
0.75	55	2	1378	EG11425	EG11425_RNA	EG11425-MONOMER
0.25	1196	1	1381	EG11428	EG11428_RNA	UDHA-MONOMER
0.25	435	1	1388	EG11435	EG11435_RNA	PD00364
0.75	1635	2	1391	EG11438	EG11438_RNA	EG11438-MONOMER
0.25	106	1	1396	EG11443	EG11443_RNA	RIB5PISOMA-MONOMER
0.25	251	1	1397	EG11444	EG11444_RNA	METHYLMALONYL-COA-MUT-MONOMER
0.75	33	2	1399	EG11447	EG11447_RNA	EG11447-MONOMER
0.25	28745	1	1400	EG11448	EG11448_RNA	ACS-MONOMER
0.75	17	2	1402	EG11450	EG11450_RNA	EG11450-MONOMER
0.75	1047	2	1403	EG11451	EG11451_RNA	UDPGLCNACEPIM-MONOMER
0.75	2212	2	1404	EG11452	EG11452_RNA	UDPMANNACADEHYDROG-MONOMER
0.75	873	2	1405	EG11453	EG11453_RNA	DTDPGLUCDEHYDRAT2-MONOMER
0.75	1874	2	1406	EG11454	EG11454_RNA	DTDPGLUCOSEPP2-MONOMER
0.75	222	2	1407	EG11455	EG11455_RNA	TDPFUCACTRANS-MONOMER
0.75	9	2	1408	EG11456	EG11456_RNA	RFFTRANS-MONOMER
0.75	133	2	1409	EG11457	EG11457_RNA	FUC4NACTRANS-MONOMER
0.5	85	1	1410	EG11458	EG11458_RNA	UDPMANACATRANS-MONOMER
0.25	7	1	1411	EG11459	EG11459_RNA	YIFK-MONOMER
0.25	835	1	1414	EG11463	EG11463_RNA	CORA-MONOMER
0.25	14	1	1415	EG11464	EG11464_RNA	EG11464-MONOMER
0.75	593	3	1418	EG11467	EG11467_RNA	EG11467-MONOMER
0.75	223	3	1420	EG11469	EG11469_RNA	RHTB-MONOMER
0.25	21	1	1422	EG11471	EG11471_RNA	EG11471-MONOMER
0.75	85	2	1430	EG11485	EG11485_RNA	PROTOPORGENOXI-MONOMER
0.25	99	1	1433	EG11488	EG11488_RNA	EG11488-MONOMER
0.5	1296	1	1434	EG11489	EG11489_RNA	EG11489-MONOMER
0.25	381	1	1441	EG11497	EG11497_RNA	EG11497-MONOMER
0.75	214	1	1455	EG11511	EG11511_RNA	EG11511-MONOMER
0.5	85	1	1457	EG11514	EG11514_RNA	EG11514-MONOMER
0.75	759	2	1460	EG11517	EG11517_RNA	EG11517-MONOMER
0.75	1331	3	1462	EG11520	EG11520_RNA	EG11520-MONOMER
0.25	13	1	1463	EG11521	EG11521_RNA	EG11521-MONOMER
0.25	161	1	1465	EG11523	EG11523_RNA	EG11523-MONOMER
0.25	2	1	1467	EG11525	EG11525_RNA	EG11525-MONOMER
0.75	214	1	1468	EG11526	EG11526_RNA	EG11526-MONOMER
0.75	2564	2	1470	EG11528	EG11528_RNA	ENOYL-ACP-REDUCT-NADH-MONOMER
0.75	211	1	1475	EG11533	EG11533_RNA	EG11533-MONOMER
0.75	101	1	1476	EG11534	EG11534_RNA	EG11534-MONOMER
0.5	24	2	1477	EG11535	EG11535_RNA	EG11535-MONOMER
0.25	81	1	1479	EG11537	EG11537_RNA	EG11537-MONOMER
0.75	182	1	1482	EG11540	EG11540_RNA	PD01343
0.75	708	3	1490	EG11548	EG11548_RNA	EG11548-MONOMER
0.5	10	1	1495	EG11554	EG11554_RNA	EG11554-MONOMER
0.75	1098	1	1507	EG11566	EG11566_RNA	YAAU-MONOMER
0.25	15	1	1510	EG11570	EG11570_RNA	EG11570-MONOMER
0.75	174	2	1511	EG11571	EG11571_RNA	EG11571-MONOMER
0.75	18	2	1512	EG11572	EG11572_RNA	SFUC-MONOMER
0.75	359	2	1513	EG11573	EG11573_RNA	SFUB-MONOMER
0.75	58	1	1518	EG11578	EG11578_RNA	EG11578-MONOMER
0.25	136	1	1519	EG11579	EG11579_RNA	EG11579-MONOMER
0.75	423	2	1535	EG11599	EG11599_RNA	EG11599-MONOMER
0.75	8771	1	1541	EG11605	EG11605_RNA	EG11605-MONOMER
0.75	9	2	1544	EG11608	EG11608_RNA	CARDIOLIPSYN-MONOMER
0.75	79	2	1545	EG11609	EG11609_RNA	EVGA-MONOMER
0.5	170	1	1547	EG11612	EG11612_RNA	PROP-MONOMER
0.75	315	1	1548	EG11613	EG11613_RNA	EG11613-MONOMER
0.75	1971	1	1549	EG11614	EG11614_RNA	BASS-MONOMER
0.75	3288	2	1551	EG11616	EG11616_RNA	SUGE-MONOMER
0.75	268	2	1552	EG11617	EG11617_RNA	BAES-MONOMER
0.25	13	1	1556	EG11621	EG11621_RNA	ABC-MONOMER
0.5	28	2	1558	EG11623	EG11623_RNA	LSERINEDEAM2-MONOMER
0.5	105	2	1559	EG11624	EG11624_RNA	ARTP-MONOMER
0.5	4433	2	1560	EG11625	EG11625_RNA	ARTI-MONOMER
0.5	56	2	1561	EG11626	EG11626_RNA	ARTQ-MONOMER
0.75	107	2	1563	EG11628	EG11628_RNA	ARTJ-MONOMER
0.75	174	2	1564	EG11629	EG11629_RNA	POTF-MONOMER
0.75	360	2	1565	EG11630	EG11630_RNA	POTG-MONOMER
0.75	314	2	1566	EG11631	EG11631_RNA	POTH-MONOMER
0.5	119	1	1569	EG11635	EG11635_RNA	EG11635-MONOMER
0.5	43	2	1572	EG11639	EG11639_RNA	EG11639-MONOMER
0.5	99	1	1573	EG11640	EG11640_RNA	YDEF-MONOMER
0.5	111	1	1574	EG11643	EG11643_RNA	EG11643-MONOMER
0.25	2080	1	1586	EG11656	EG11656_RNA	EG11656-MONOMER
0.25	270	1	1593	EG11663	EG11663_RNA	EG11663-MONOMER
0.25	75	1	1596	EG11666	EG11666_RNA	EG11666-MONOMER
0.25	5919	1	1597	EG11667	EG11667_RNA	ATOS-MONOMER
0.75	1378	2	1608	EG11678	EG11678_RNA	EG11678-MONOMER
0.25	40	1	1612	EG11682	EG11682_RNA	EG11682-MONOMER
0.25	13	1	1614	EG11684	EG11684_RNA	EG11684-MONOMER
0.25	162	1	1615	EG11685	EG11685_RNA	EG11685-MONOMER
0.5	40	2	1617	EG11687	EG11687_RNA	B3659-MONOMER
0.5	94	1	1623	EG11693	EG11693_RNA	EMRD-MONOMER
0.5	39	1	1624	EG11694	EG11694_RNA	EG11694-MONOMER
0.5	42	1	1625	EG11695	EG11695_RNA	EG11695-MONOMER
0.5	115	1	1642	EG11713	EG11713_RNA	EG11713-MONOMER
0.5	10	1	1643	EG11714	EG11714_RNA	EG11714-MONOMER
0.5	23	1	1645	EG11720	EG11720_RNA	YIDY-MONOMER
0.5	300	1	1650	EG11725	EG11725_RNA	EG11725-MONOMER
0.25	268	1	1651	EG11726	EG11726_RNA	EG11726-MONOMER
0.5	17	1	1654	EG11729	EG11729_RNA	EG11729-MONOMER
0.5	71	1	1655	EG11730	EG11730_RNA	EG11730-MONOMER
0.75	190	3	1656	EG11731	EG11731_RNA	EG11731-MONOMER
0.75	269	3	1657	EG11732	EG11732_RNA	YIEO-MONOMER
0.25	2	1	1663	EG11738	EG11738_RNA	EG11738-MONOMER
0.25	7	1	1664	EG11739	EG11739_RNA	EG11739-MONOMER
0.5	203	1	1666	EG11741	EG11741_RNA	EG11741-MONOMER
0.5	15	1	1667	EG11742	EG11742_RNA	YDDA-MONOMER
0.5	3414	1	1671	EG11747	EG11747_RNA	ASPDECARBOX-MONOMER
0.5	44	1	1673	EG11749	EG11749_RNA	EG11749-MONOMER
0.75	1088	1	1677	EG11753	EG11753_RNA	CHAA-MONOMER
0.5	159	1	1682	EG11760	EG11760_RNA	EG11760-MONOMER
0.25	96	1	1685	EG11763	EG11763_RNA	EG11763-MONOMER
0.25	101	1	1686	EG11764	EG11764_RNA	EG11764-MONOMER
0.5	25	1	1689	EG11768	EG11768_RNA	EG11768-MONOMER
0.5	1346	2	1692	EG11774	EG11774_RNA	NUOF-MONOMER
0.75	244	1	1699	EG11784	EG11784_RNA	EG11784-MONOMER
0.5	12	1	1701	EG11786	EG11786_RNA	EG11786-MONOMER
0.5	10	1	1702	EG11787	EG11787_RNA	GDPMANDEHYDRA-MONOMER
0.25	0	1	1703	EG11788	EG11788_RNA	FCL-MONOMER
0.25	173	1	1704	EG11789	EG11789_RNA	GDPMANMANHYDRO-MONOMER
0.25	407	1	1705	EG11790	EG11790_RNA	EG11790-MONOMER
0.25	192	1	1706	EG11791	EG11791_RNA	CMTB-MONOMER
0.75	272	2	1708	EG11793	EG11793_RNA	EG11793-MONOMER
0.75	157	1	1710	EG11795	EG11795_RNA	PD00339
0.25	19742	1	1712	EG11797	EG11797_RNA	TRANSALDOLA-MONOMER
0.75	115	1	1720	EG11805	EG11805_RNA	EG11805-MONOMER
0.5	1375	1	1725	EG11810	EG11810_RNA	GCVP-MONOMER
0.25	137	2	1733	EG11820	EG11820_RNA	EG11820-MONOMER
0.5	288	1	1734	EG11821	EG11821_RNA	AMTB-MONOMER
0.25	255	1	1735	EG11822	EG11822_RNA	EG11822-MONOMER
0.5	129	1	1738	EG11825	EG11825_RNA	EG11825-MONOMER
0.25	129	1	1739	EG11826	EG11826_RNA	EG11826-MONOMER
0.25	88	1	1749	EG11837	EG11837_RNA	EG11837-MONOMER
0.25	78	1	1750	EG11838	EG11838_RNA	EG11838-MONOMER
0.5	84	1	1755	EG11843	EG11843_RNA	EG11843-MONOMER
0.75	216	1	1759	EG11847	EG11847_RNA	EG11847-MONOMER
0.75	158	2	1760	EG11848	EG11848_RNA	EG11848-MONOMER
0.25	10	1	1776	EG11864	EG11864_RNA	FRVA-MONOMER
0.75	9	1	1792	EG11881	EG11881_RNA	EG11881-MONOMER
0.75	797	2	1793	EG11882	EG11882_RNA	EG11882-MONOMER
0.75	82	2	1794	EG11883	EG11883_RNA	TEHA-MONOMER
0.5	73	1	1801	EG11890	EG11890_RNA	EG11890-MONOMER
0.5	555	2	1802	EG11891	EG11891_RNA	EG11891-MONOMER
0.25	3394	1	1803	EG11892	EG11892_RNA	EG11892-MONOMER
0.25	40	1	1811	EG11901	EG11901_RNA	EG11901-MONOMER
0.75	325	2	1821	EG11912	EG11912_RNA	EG11912-MONOMER
0.5	155	2	1827	EG11918	EG11918_RNA	EG11918-MONOMER
0.5	183	1	1828	EG11919	EG11919_RNA	EG11919-MONOMER
0.75	275	2	1830	EG11921	EG11921_RNA	EG11921-MONOMER
0.25	510	1	1831	EG11922	EG11922_RNA	EG11922-MONOMER
0.5	241	1	1841	EG11933	EG11933_RNA	EG11933-MONOMER
0.25	85	2	1847	EG11939	EG11939_RNA	EG11939-MONOMER
0.25	109	1	1848	EG11940	EG11940_RNA	YJCE-MONOMER
0.75	11	2	1849	EG11941	EG11941_RNA	EG11941-MONOMER
0.75	560	2	1850	EG11942	EG11942_RNA	YJCG-MONOMER
0.25	139	1	1863	EG11956	EG11956_RNA	EG11956-MONOMER
0.25	22	1	1864	EG11957	EG11957_RNA	EG11957-MONOMER
0.25	133	1	1865	EG11958	EG11958_RNA	YJCV-MONOMER
0.75	4	1	1870	EG11964	EG11964_RNA	EG11964-MONOMER
0.25	82	1	1873	EG11967	EG11967_RNA	EG11967-MONOMER
0.25	24	1	1874	EG11969	EG11969_RNA	EG11969-MONOMER
0.75	170	2	1885	EG11980	EG11980_RNA	RFBX-MONOMER
0.75	136180	2	1886	EG11981	EG11981_RNA	GALPMUT-MONOMER
0.75	415	1	1894	EG11990	EG11990_RNA	EG11990-MONOMER
0.25	31	1	1901	EG12003	EG12003_RNA	EG12003-MONOMER
0.5	70	2	1903	EG12005	EG12005_RNA	EG12005-MONOMER
0.5	39	2	1904	EG12006	EG12006_RNA	EG12006-MONOMER
0.5	93	1	1905	EG12007	EG12007_RNA	EG12007-MONOMER
0.75	435	1	1906	EG12008	EG12008_RNA	EG12008-MONOMER
0.75	47	1	1907	EG12009	EG12009_RNA	YEHW-MONOMER
0.75	55	1	1908	EG12010	EG12010_RNA	YEHX-MONOMER
0.75	52	1	1909	EG12011	EG12011_RNA	YEHY-MONOMER
0.25	221	2	1912	EG12015	EG12015_RNA	EG12015-MONOMER
0.5	83	1	1914	EG12017	EG12017_RNA	EG12017-MONOMER
0.25	79	1	1916	EG12022	EG12022_RNA	EG12022-MONOMER
0.25	91	1	1917	EG12023	EG12023_RNA	EG12023-MONOMER
0.25	396	2	1920	EG12026	EG12026_RNA	EG12026-MONOMER
0.5	6	1	1925	EG12031	EG12031_RNA	EG12031-MONOMER
0.25	3765	1	1927	EG12033	EG12033_RNA	EG12033-MONOMER
0.5	289	2	1929	EG12035	EG12035_RNA	EG12035-MONOMER
0.5	1402	1	1930	EG12036	EG12036_RNA	EG12036-MONOMER
0.5	149	1	1931	EG12037	EG12037_RNA	YEJA-MONOMER
0.5	44	1	1932	EG12038	EG12038_RNA	YEJB-MONOMER
0.5	40	1	1933	EG12040	EG12040_RNA	YEJE-MONOMER
0.25	64	1	1937	EG12044	EG12044_RNA	EG12044-MONOMER
0.75	866	1	1974	EG12093	EG12093_RNA	NUON-MONOMER
0.25	728	1	1976	EG12095	EG12095_RNA	SECG
0.25	44	1	1985	EG12105	EG12105_RNA	EG12105-MONOMER
0.25	41	1	1986	EG12106	EG12106_RNA	EG12106-MONOMER
0.25	32	1	1987	EG12107	EG12107_RNA	EG12107-MONOMER
0.75	183	2	1999	EG12121	EG12121_RNA	EG12121-MONOMER
0.25	1530	1	2003	EG12125	EG12125_RNA	HISQ-MONOMER
0.5	68	1	2010	EG12133	EG12133_RNA	EG12133-MONOMER
0.5	270	2	2015	EG12139	EG12139_RNA	EG12139-MONOMER
0.25	57	1	2025	EG12151	EG12151_RNA	DMBPPRIBOSYLTRANS-MONOMER
0.75	304	1	2032	EG12163	EG12163_RNA	EG12163-MONOMER
0.5	55	1	2034	EG12165	EG12165_RNA	EG12165-MONOMER
0.75	221719	1	2043	EG12177	EG12177_RNA	EG12177-MONOMER
0.75	25	1	2045	EG12179	EG12179_RNA	EG12179-MONOMER
0.25	295	1	2050	EG12188	EG12188_RNA	EG12188-MONOMER
0.75	147	1	2051	EG12189	EG12189_RNA	COPROGENOXI-MONOMER
0.25	208	2	2052	EG12190	EG12190_RNA	EG12190-MONOMER
0.25	15	1	2057	EG12195	EG12195_RNA	EG12195-MONOMER
0.75	61	1	2059	EG12197	EG12197_RNA	EG12197-MONOMER
0.5	66	1	2060	EG12198	EG12198_RNA	EG12198-MONOMER
0.5	213	2	2061	EG12200	EG12200_RNA	EG12200-MONOMER
0.25	980	1	2073	EG12214	EG12214_RNA	EG12214-MONOMER
0.5	46	1	2075	EG12216	EG12216_RNA	EG12216-MONOMER
0.5	6	1	2085	EG12230	EG12230_RNA	PITA-MONOMER
0.25	158	1	2086	EG12231	EG12231_RNA	EG12231-MONOMER
0.25	22	1	2089	EG12234	EG12234_RNA	EG12234-MONOMER
0.25	20	1	2090	EG12235	EG12235_RNA	EG12235-MONOMER
0.25	248	1	2091	EG12236	EG12236_RNA	ARSF-MONOMER
0.25	34	1	2092	EG12237	EG12237_RNA	EG12237-MONOMER
0.25	4	1	2093	EG12240	EG12240_RNA	EG12240-MONOMER
0.25	48	1	2095	EG12242	EG12242_RNA	EG12242-MONOMER
0.25	170	1	2098	EG12245	EG12245_RNA	TREHALACYTO-MONOMER
0.75	19	1	2099	EG12246	EG12246_RNA	EG12246-MONOMER
0.75	56	1	2106	EG12254	EG12254_RNA	EG12254-MONOMER
0.75	107	1	2111	EG12260	EG12260_RNA	EG12260-MONOMER
0.75	22	1	2115	EG12265	EG12265_RNA	EG12265-MONOMER
0.75	916	2	2120	EG12270	EG12270_RNA	EG12270-MONOMER
0.5	7	1	2126	EG12276	EG12276_RNA	XYLH-MONOMER
0.25	17	1	2128	EG12278	EG12278_RNA	EG12278-MONOMER
0.25	8	1	2129	EG12279	EG12279_RNA	EG12279-MONOMER
0.25	7	1	2130	EG12280	EG12280_RNA	EG12280-MONOMER
0.25	236	1	2131	EG12281	EG12281_RNA	MONOMER0-422
0.25	8	1	2132	EG12282	EG12282_RNA	EG12282-MONOMER
0.25	8	1	2133	EG12283	EG12283_RNA	EG12283-MONOMER
0.25	303	1	2134	EG12284	EG12284_RNA	LYXK-MONOMER
0.25	3	1	2135	EG12285	EG12285_RNA	EG12285-MONOMER
0.25	6	1	2136	EG12286	EG12286_RNA	EG12286-MONOMER
0.25	66	1	2137	EG12287	EG12287_RNA	EG12287-MONOMER
0.75	64	1	2151	EG12303	EG12303_RNA	EG12303-MONOMER
0.75	131	1	2152	EG12304	EG12304_RNA	SAPD-MONOMER
0.25	715	1	2153	EG12305	EG12305_RNA	SAPF-MONOMER
0.75	452	2	2154	EG12308	EG12308_RNA	EG12308-MONOMER
0.75	898	2	2155	EG12309	EG12309_RNA	EG12309-MONOMER
0.75	75	2	2166	EG12321	EG12321_RNA	YADH-MONOMER
0.25	2483	1	2167	EG12322	EG12322_RNA	AGAX-MONOMER
0.5	34	1	2172	EG12328	EG12328_RNA	EG12328-MONOMER
0.75	65	2	2176	EG12332	EG12332_RNA	EG12332-MONOMER
0.75	57	2	2177	EG12333	EG12333_RNA	EG12333-MONOMER
0.5	124	1	2178	EG12334	EG12334_RNA	EG12334-MONOMER
0.75	566	1	2181	EG12337	EG12337_RNA	EG12337-MONOMER
0.75	503	1	2182	EG12338	EG12338_RNA	EG12338-MONOMER
0.75	88	1	2185	EG12341	EG12341_RNA	EG12341-MONOMER
0.75	145	2	2187	EG12343	EG12343_RNA	YJJK-MONOMER
0.25	6	1	2197	EG12360	EG12360_RNA	EG12360-MONOMER
0.5	149	1	2204	EG12368	EG12368_RNA	ZNUB-MONOMER
0.25	3	2	2205	EG12369	EG12369_RNA	YDJE-MONOMER
0.75	260	1	2209	EG12373	EG12373_RNA	EG12373-MONOMER
0.5	240	1	2211	EG12375	EG12375_RNA	EG12375-MONOMER
0.75	260	2	2218	EG12385	EG12385_RNA	EG12385-MONOMER
0.5	142	1	2219	EG12386	EG12386_RNA	EG12386-MONOMER
0.25	2004	1	2222	EG12391	EG12391_RNA	EG12391-MONOMER
0.25	6	1	2223	EG12392	EG12392_RNA	YCHM-MONOMER
0.75	124	2	2225	EG12394	EG12394_RNA	EG12394-MONOMER
0.5	39	1	2226	EG12395	EG12395_RNA	EG12395-MONOMER
0.75	138	1	2231	EG12401	EG12401_RNA	EG12401-MONOMER
0.25	17	1	2234	EG12404	EG12404_RNA	EG12404-MONOMER
0.25	60	3	2235	EG12405	EG12405_RNA	EG12405-MONOMER
0.25	167	1	2237	EG12407	EG12407_RNA	EG12407-MONOMER
0.5	118	1	2252	EG12429	EG12429_RNA	EG12429-MONOMER
