p_expressed	max_monomer_counts	max_mRNA_counts	cistron_idx	gene_name	cistron_name	protein_name
0.25	123	1	2253	EG12431	EG12431_RNA	EG12431-MONOMER
0.25	899	2	2259	EG12438	EG12438_RNA	EG12438-MONOMER
0.5	98	1	2264	EG12444	EG12444_RNA	EG12444-MONOMER
0.75	406	2	2265	EG12445	EG12445_RNA	EG12445-MONOMER
0.25	29	1	2266	EG12446	EG12446_RNA	EG12446-MONOMER
0.75	53	2	2270	EG12454	EG12454_RNA	EG12454-MONOMER
0.25	540	1	2271	EG12455	EG12455_RNA	EG12455-MONOMER
0.25	13	1	2274	EG12469	EG12469_RNA	YJDL-MONOMER
0.25	725	2	2278	EG12504	EG12504_RNA	CYCA-MONOMER
0.25	222	2	2279	EG12517	EG12517_RNA	YTFQ-MONOMER
0.25	159	2	2280	EG12518	EG12518_RNA	YTFR-MONOMER
0.5	256	1	2285	EG12544	EG12544_RNA	YJHB-MONOMER
0.25	25	1	2286	EG12548	EG12548_RNA	YJHF-MONOMER
0.25	49	1	2287	EG12554	EG12554_RNA	SGCA-MONOMER
0.25	665	1	2288	EG12556	EG12556_RNA	SGCC-MONOMER
0.25	43	1	2289	EG12557	EG12557_RNA	SGCB-MONOMER
0.5	790	3	2291	EG12576	EG12576_RNA	YJIO-MONOMER
0.75	412	2	2294	EG12600	EG12600_RNA	EG12600-MONOMER
0.5	15	1	2297	EG12608	EG12608_RNA	CAIE-MONOMER
0.75	721	1	2300	EG12611	EG12611_RNA	EG12611-MONOMER
0.25	1099	1	2307	EG12628	EG12628_RNA	DPPF-MONOMER
0.25	3176	1	2309	EG12630	EG12630_RNA	PD03585
0.25	20	1	2311	EG12633	EG12633_RNA	EG12633-MONOMER
0.25	26	1	2315	EG12658	EG12658_RNA	EG12658-MONOMER
0.25	205	3	2316	EG12661	EG12661_RNA	GLTJ-MONOMER
0.75	1288	4	2317	EG12662	EG12662_RNA	GLTK-MONOMER
0.5	73	2	2323	EG12691	EG12691_RNA	EG12691-MONOMER
0.25	1029	1	2327	EG12697	EG12697_RNA	FLAVODOXIN2-MONOMER
0.5	137	1	2333	EG12708	EG12708_RNA	EG12708-MONOMER
0.75	57	1	2334	EG12709	EG12709_RNA	EG12709-MONOMER
0.75	351	2	2336	EG12712	EG12712_RNA	EG12712-MONOMER
0.75	1	4	2341	EG12732	EG12732_RNA	YGJU-MONOMER
0.5	110	1	2342	EG12734	EG12734_RNA	ALTRODEHYDRAT-MONOMER
0.25	0	1	2344	EG12739	EG12739_RNA	PD03270
0.25	104	2	2362	EG12844	EG12844_RNA	EG12844-MONOMER
0.5	11	1	2363	EG12845	EG12845_RNA	EG12845-MONOMER
0.75	1992	2	2371	EG12860	EG12860_RNA	EG12860-MONOMER
0.5	229	1	2372	EG12861	EG12861_RNA	EG12861-MONOMER
0.75	551	2	2379	EG12875	EG12875_RNA	EG12875-MONOMER
0.25	52	1	2380	EG12876	EG12876_RNA	EG12876-MONOMER
0.75	47	2	2383	EG12879	EG12879_RNA	EG12879-MONOMER
0.25	16	1	2390	EG12957	EG12957_RNA	GLUCOKIN-MONOMER
0.25	185	1	2392	EG13159	EG13159_RNA	XAPB-MONOMER
0.5	8	1	2394	EG13174	EG13174_RNA	B2775-MONOMER
0.5	1149	1	2398	EG13238	EG13238_RNA	COBU-MONOMER
0.5	17943	2	2400	EG13283	EG13283_RNA	EMRY-MONOMER
0.5	409	1	2401	EG20044	EG20044_RNA	DCTA-MONOMER
0.5	20	1	2402	EG20049	EG20049_RNA	DEHYDDEOXPHOSGALACT-ALDOL-MONOMER
0.5	216	1	2403	EG20051	EG20051_RNA	DEHYDDEOXGALACTKIN-MONOMER
0.5	11	1	2404	EG20053	EG20053_RNA	YIDT-MONOMER
0.5	28	2	2407	EG20098	EG20098_RNA	HYPOXANPRIBOSYLTRAN-MONOMER
0.5	886	1	2409	EG20173	EG20173_RNA	PHOSACETYLTRANS-MONOMER
0.25	11	1	2412	EG20252	EG20252_RNA	XYLF-MONOMER
0.75	481	1	2419	EG50005	EG50005_RNA	DIHYDROPTERIREDUCT-MONOMER
0.75	279	1	2420	EG50006	EG50006_RNA	EUTB-MONOMER
0.25	155	1	2421	EG50007	EG50007_RNA	EUTC-MONOMER
0.25	196	1	2422	EG50009	EG50009_RNA	GLUTDECARBOXA-MONOMER
0.25	38	1	2424	EG50011	EG50011_RNA	H2PTEROATESYNTH-MONOMER
0.75	86	1	2426	G0-10261	G0-10261_RNA	MONOMER0-2141
0.75	195	3	2427	G0-10430	G0-10430_RNA	MONOMER0-4228
0.5	184	1	2428	G0-10432	G0-10432_RNA	MONOMER0-2654
0.5	23	1	2429	G0-10434	G0-10434_RNA	MONOMER0-2656
0.25	13	1	2433	G0-10438	G0-10438_RNA	MONOMER0-2660
0.75	771	2	2435	G0-10440	G0-10440_RNA	MONOMER0-2662
0.25	109	2	2437	G0-10443	G0-10443_RNA	MONOMER0-2665
0.5	623	3	2440	G0-10449	G0-10449_RNA	MONOMER0-2671
0.25	114	1	2443	G0-10452	G0-10452_RNA	MONOMER0-2674
0.25	178	2	2449	G0-10459	G0-10459_RNA	MONOMER0-2681
0.25	59	1	2450	G0-10460	G0-10460_RNA	MONOMER0-2682
0.5	399	2	2455	G0-10465	G0-10465_RNA	MONOMER0-2687
0.75	86	1	2456	G0-10466	G0-10466_RNA	MONOMER0-2688
0.25	165	1	2458	G0-10468	G0-10468_RNA	MONOMER0-2690
0.5	435	1	2468	G0-10513	G0-10513_RNA	MONOMER0-2886
0.25	459	1	2469	G0-10525	G0-10525_RNA	MONOMER0-2748
0.5	186	1	2471	G0-10529	G0-10529_RNA	MONOMER0-4246
0.25	82	1	2472	G0-10530	G0-10530_RNA	MONOMER0-4247
0.75	406	1	2474	G0-10535	G0-10535_RNA	MONOMER0-2755
0.25	56	1	2476	G0-10537	G0-10537_RNA	MONOMER0-2757
0.5	268	1	2477	G0-10538	G0-10538_RNA	MONOMER0-4231
0.25	64	1	2478	G0-10539	G0-10539_RNA	MONOMER0-4229
0.25	60	1	2479	G0-10540	G0-10540_RNA	MONOMER0-4230
0.25	0	2	2480	G0-10541	G0-10541_RNA	MONOMER0-2761
0.75	405	1	2481	G0-10542	G0-10542_RNA	MONOMER0-4255
0.5	215	1	2482	G0-10543	G0-10543_RNA	MONOMER0-4256
0.25	112	1	2483	G0-10544	G0-10544_RNA	MONOMER0-4257
0.5	218	1	2484	G0-10545	G0-10545_RNA	MONOMER0-4258
0.25	54	1	2493	G0-10589	G0-10589_RNA	MONOMER0-2818
0.75	33	2	2494	G0-10590	G0-10590_RNA	MONOMER0-2819
0.25	73	1	2502	G0-10605	G0-10605_RNA	MONOMER0-2827
0.25	136	1	2514	G0-10634	G0-10634_RNA	MONOMER0-2860
0.25	87	1	2518	G0-10644	G0-10644_RNA	MONOMER0-2871
0.5	9	1	2534	G0-10715	G0-10715_RNA	MONOMER0-4216
0.75	185	1	2565	G0-16736	G0-16736_RNA	MONOMER0-4418
0.5	61	1	2570	G0-16741	G0-16741_RNA	MONOMER0-4424
0.75	191	2	2596	G0-17026	G0-17026_RNA	MONOMER0-4492
0.5	1705	1	2633	G0-41	G0-41_RNA	MONOMER0-1562
0.25	317	1	2643	G0-9461	G0-9461_RNA	ERYTHRON4PDEHYDROG-MONOMER
0.5	163	1	2646	G0-9562	G0-9562_RNA	MONOMER0-1563
0.25	56	1	2647	G0-9563	G0-9563_RNA	MONOMER0-1564
0.75	245	1	2653	G0-9613	G0-9613_RNA	MONOMER0-1605
0.75	1068	1	2659	G198	G198_RNA	HMP-KIN-MONOMER
0.75	110	1	2660	G2000	G2000_RNA	SAPC-MONOMER
0.75	117	1	2661	G2001	G2001_RNA	SAPB-MONOMER
0.5	4551	1	2665	G359	G359_RNA	FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN
0.5	991	1	2679	G379	G379_RNA	G379-MONOMER
0.25	72	1	2682	G58	G58_RNA	MALTACETYLTRAN-MONOMER
0.75	129	3	2683	G592	G592_RNA	DLACTDEHYDROGNAD-MONOMER
0.25	71	1	2684	G6081	G6081_RNA	G6081-MONOMER
0.25	102	1	2689	G6087	G6087_RNA	G6087-MONOMER
0.5	221	1	2692	G6093	G6093_RNA	G6093-MONOMER
0.5	5891	1	2693	G6094	G6094_RNA	LDC2-MONOMER
0.25	2027	1	2702	G6104	G6104_RNA	G6104-MONOMER
0.75	491	2	2709	G6111	G6111_RNA	G6111-MONOMER
0.75	258	3	2714	G6118	G6118_RNA	G6118-MONOMER
0.75	259	3	2715	G6120	G6120_RNA	G6120-MONOMER
0.75	270	3	2716	G6121	G6121_RNA	G6121-MONOMER
0.75	287	3	2717	G6122	G6122_RNA	G6122-MONOMER
0.75	252	3	2718	G6123	G6123_RNA	G6123-MONOMER
0.75	284	3	2719	G6124	G6124_RNA	G6124-MONOMER
0.25	119	1	2720	G6125	G6125_RNA	G6125-MONOMER
0.5	114	1	2721	G6126	G6126_RNA	G6126-MONOMER
0.5	103	1	2722	G6127	G6127_RNA	G6127-MONOMER
0.5	183	1	2723	G6128	G6128_RNA	G6128-MONOMER
0.75	163	1	2725	G6131	G6131_RNA	G6131-MONOMER
0.75	52	1	2727	G6134	G6134_RNA	G7769-MONOMER
0.75	15	1	2728	G6135	G6135_RNA	B0260-MONOMER
0.25	20	1	2731	G6139	G6139_RNA	G6139-MONOMER
0.25	9	1	2732	G6140	G6140_RNA	G6140-MONOMER
0.75	53	1	2735	G6143	G6143_RNA	G6143-MONOMER
0.25	135	1	2736	G6144	G6144_RNA	G6144-MONOMER
0.25	45	1	2737	G6145	G6145_RNA	MONOMER0-4440
0.5	445	1	2738	G6146	G6146_RNA	MONOMER0-4227
0.75	489	2	2743	G6151	G6151_RNA	G6151-MONOMER
0.25	343	1	2744	G6152	G6152_RNA	G6152-MONOMER
0.5	264	1	2750	G6158	G6158_RNA	G6158-MONOMER
0.25	21	1	2751	G6159	G6159_RNA	G6159-MONOMER
0.25	16	1	2752	G6160	G6160_RNA	G6160-MONOMER
0.25	26	1	2753	G6161	G6161_RNA	G6161-MONOMER
0.25	45	1	2754	G6162	G6162_RNA	G6162-MONOMER
0.5	301	1	2755	G6163	G6163_RNA	G6163-MONOMER
0.5	169	1	2758	G6166	G6166_RNA	G6166-MONOMER
0.5	85	1	2759	G6167	G6167_RNA	G6167-MONOMER
0.5	49	1	2760	G6168	G6168_RNA	G6534-MONOMER
0.25	9260	1	2761	G6169	G6169_RNA	G7126-MONOMER
0.25	84	1	2762	G6171	G6171_RNA	G6171-MONOMER
0.25	87	1	2763	G6173	G6173_RNA	G6173-MONOMER
0.25	124	1	2764	G6174	G6174_RNA	G6174-MONOMER
0.5	229	1	2765	G6175	G6175_RNA	G6175-MONOMER
0.5	216	1	2766	G6176	G6176_RNA	G6176-MONOMER
0.5	216	1	2767	G6177	G6177_RNA	G6177-MONOMER
0.25	566	1	2769	G6180	G6180_RNA	G6180-MONOMER
0.25	133	1	2775	G6186	G6186_RNA	G6186-MONOMER
0.25	113	1	2776	G6188	G6188_RNA	G6188-MONOMER
0.25	65	1	2779	G6191	G6191_RNA	G6191-MONOMER
0.25	217	1	2788	G6201	G6201_RNA	G6201-MONOMER
0.25	293	1	2791	G6207	G6207_RNA	G6207-MONOMER
0.25	110	1	2792	G6208	G6208_RNA	G6208-MONOMER
0.25	81	1	2794	G6210	G6210_RNA	G6210-MONOMER
0.25	12	1	2795	G6212	G6212_RNA	G6212-MONOMER
0.5	102	1	2805	G6227	G6227_RNA	G6227-MONOMER
0.5	236	1	2806	G6228	G6228_RNA	G6228-MONOMER
0.5	157	2	2817	G6242	G6242_RNA	G6242-MONOMER
0.25	97	1	2818	G6243	G6243_RNA	G6243-MONOMER
0.5	26	1	2820	G6245	G6245_RNA	G6245-MONOMER
0.25	619	1	2822	G6247	G6247_RNA	G6247-MONOMER
0.25	36	1	2825	G6251	G6251_RNA	G6251-MONOMER
0.75	239	2	2829	G6256	G6256_RNA	FSR-MONOMER
0.75	213	1	2837	G6265	G6265_RNA	G6265-MONOMER
0.75	74	1	2838	G6266	G6266_RNA	YBBL-MONOMER
0.25	295	1	2841	G6269	G6269_RNA	G6269-MONOMER
0.25	94	1	2843	G6273	G6273_RNA	G6273-MONOMER
0.25	1083	2	2852	G6283	G6283_RNA	GLY3KIN-MONOMER
0.25	156	2	2853	G6284	G6284_RNA	G6284-MONOMER
0.25	185	2	2854	G6285	G6285_RNA	G6285-MONOMER
0.5	10	1	2862	G6293	G6293_RNA	G6293-MONOMER
0.5	74	1	2863	G6296	G6296_RNA	MONOMER0-4243
0.5	20	1	2867	G6302	G6302_RNA	G6302-MONOMER
0.5	28	1	2868	G6303	G6303_RNA	G6303-MONOMER
0.5	21	1	2869	G6304	G6304_RNA	G6304-MONOMER
0.5	22	1	2870	G6305	G6305_RNA	G6305-MONOMER
0.25	1382	1	2873	G6308	G6308_RNA	MONOMER0-4234
0.25	110	1	2874	G6309	G6309_RNA	G6309-MONOMER
0.25	120	1	2875	G6310	G6310_RNA	G6310-MONOMER
0.75	107	1	2880	G6315	G6315_RNA	G6315-MONOMER
0.5	206	1	2886	G6322	G6322_RNA	G6322-MONOMER
0.25	72	1	2887	G6323	G6323_RNA	G6323-MONOMER
0.75	407	2	2889	G6325	G6325_RNA	G6325-MONOMER
0.5	142	1	2890	G6326	G6326_RNA	G6326-MONOMER
0.5	135	1	2891	G6327	G6327_RNA	MONOMER0-4232
0.5	132	1	2892	G6329	G6329_RNA	G6329-MONOMER
0.5	815	2	2898	G6335	G6335_RNA	G6335-MONOMER
0.5	4	2	2906	G6344	G6344_RNA	CITC-MONOMER
0.5	303	2	2907	G6345	G6345_RNA	G6345-MONOMER
0.25	625	1	2911	G6350	G6350_RNA	NICONUCADENYLYLTRAN-MONOMER
0.25	43	1	2917	G6356	G6356_RNA	G6356-MONOMER
0.75	742	2	2918	G6357	G6357_RNA	G6357-MONOMER
0.75	16	3	2925	G6364	G6364_RNA	G6364-MONOMER
0.5	86	1	2927	G6370	G6370_RNA	G6370-MONOMER
0.75	144	1	2928	G6371	G6371_RNA	G6371-MONOMER
0.25	46	1	2935	G6383	G6383_RNA	G6383-MONOMER
0.75	61	1	2939	G6387	G6387_RNA	G6387-MONOMER
0.25	3	1	2940	G6393	G6393_RNA	B0752-MONOMER
0.5	731	1	2947	G6400	G6400_RNA	B0770-MONOMER
0.5	223	1	2951	G6404	G6404_RNA	G6404-MONOMER
0.5	208	1	2952	G6405	G6405_RNA	G6405-MONOMER
0.5	239	1	2953	G6406	G6406_RNA	G6406-MONOMER
0.75	128	2	2954	G6407	G6407_RNA	G6407-MONOMER
0.25	101	3	2955	G6408	G6408_RNA	G6408-MONOMER
0.25	49	3	2956	G6409	G6409_RNA	YBHR-MONOMER
0.25	95	3	2957	G6410	G6410_RNA	YBHS-MONOMER
0.25	160	3	2958	G6411	G6411_RNA	YBHF-MONOMER
0.25	290	1	2961	G6414	G6414_RNA	G6414-MONOMER
0.25	97	1	2963	G6416	G6416_RNA	G6416-MONOMER
0.75	685	2	2969	G6423	G6423_RNA	G6423-MONOMER
0.75	89	1	2981	G6435	G6435_RNA	G6435-MONOMER
0.5	58	1	2982	G6436	G6436_RNA	G6436-MONOMER
0.75	310	1	2985	G6439	G6439_RNA	G6439-MONOMER
0.5	433	2	2987	G6441	G6441_RNA	G6441-MONOMER
0.5	243	2	2988	G6442	G6442_RNA	G6442-MONOMER
0.25	67	1	2991	G6445	G6445_RNA	G6445-MONOMER
0.75	41	1	2993	G6447	G6447_RNA	G6447-MONOMER
0.75	125	1	2994	G6448	G6448_RNA	G6448-MONOMER
0.5	380	2	3005	G6459	G6459_RNA	G6459-MONOMER
0.5	190	1	3006	G6460	G6460_RNA	G6460-MONOMER
0.5	57	1	3007	G6461	G6461_RNA	MACA
0.25	30	1	3009	G6463	G6463_RNA	G6463-MONOMER
0.5	13	1	3012	G6466	G6466_RNA	YCAM
0.75	290	1	3015	G6469	G6469_RNA	G6469-MONOMER
0.25	104	1	3018	G6472	G6472_RNA	G6472-MONOMER
0.5	13	1	3025	G6479	G6479_RNA	MONOMER0-146
0.75	975	1	3035	G6489	G6489_RNA	UUP-MONOMER
0.75	244	1	3036	G6490	G6490_RNA	G6490-MONOMER
0.75	405	1	3037	G6491	G6491_RNA	G6491-MONOMER
0.5	462	3	3039	G6493	G6493_RNA	G6493-MONOMER
0.75	169	1	3040	G6494	G6494_RNA	G6494-MONOMER
0.75	323	1	3041	G6495	G6495_RNA	G6495-MONOMER
0.5	796	1	3043	G6497	G6497_RNA	METHGLYSYN-MONOMER
0.5	185	1	3047	G6501	G6501_RNA	G6501-MONOMER
0.5	290	1	3048	G6502	G6502_RNA	G6502-MONOMER
0.5	301	1	3049	G6503	G6503_RNA	G6503-MONOMER
0.25	44	1	3050	G6504	G6504_RNA	G6504-MONOMER
0.25	45	1	3051	G6505	G6505_RNA	G6505-MONOMER
0.25	59	1	3052	G6506	G6506_RNA	G6506-MONOMER
0.5	215	2	3053	G6507	G6507_RNA	G6507-MONOMER
0.75	460	1	3054	G6508	G6508_RNA	G6508-MONOMER
0.25	17	1	3055	G6509	G6509_RNA	G6509-MONOMER
0.25	12088	1	3061	G6515	G6515_RNA	TORT-MONOMER
0.25	19	1	3062	G6517	G6517_RNA	B1006-MONOMER
0.25	45	1	3063	G6518	G6518_RNA	G6518-MONOMER
0.25	58	1	3064	G6519	G6519_RNA	G6519-MONOMER
0.25	58	1	3065	G6520	G6520_RNA	G6520-MONOMER
0.25	59	1	3066	G6521	G6521_RNA	G6521-MONOMER
0.25	65	1	3067	G6522	G6522_RNA	G6522-MONOMER
0.5	108	1	3069	G6527	G6527_RNA	G6527-MONOMER
0.5	107	1	3070	G6528	G6528_RNA	G6528-MONOMER
0.5	107	1	3071	G6529	G6529_RNA	G6529-MONOMER
0.5	121	1	3072	G6530	G6530_RNA	G6530-MONOMER
0.25	121	1	3074	G6532	G6532_RNA	G6532-MONOMER
0.25	179	1	3075	G6533	G6533_RNA	MONOMER0-4443
0.25	62	1	3076	G6534	G6534_RNA	MONOMER0-4244
0.75	389	2	3081	G6542	G6542_RNA	G6542-MONOMER
0.75	437	2	3082	G6543	G6543_RNA	G6543-MONOMER
0.75	459	2	3083	G6544	G6544_RNA	G6544-MONOMER
0.75	5	2	3084	G6545	G6545_RNA	G6545-MONOMER
0.25	69	2	3091	G6552	G6552_RNA	G6552-MONOMER
0.75	51	2	3094	G6556	G6556_RNA	SARCOX-MONOMER
0.25	147	1	3095	G6557	G6557_RNA	G6557-MONOMER
0.75	174	1	3097	G6559	G6559_RNA	B1065-MONOMER
0.5	130	1	3108	G6570	G6570_RNA	G6570-MONOMER
0.5	2123	2	3115	G6577	G6577_RNA	MONOMER0-4534
0.5	119	2	3116	G6578	G6578_RNA	G6578-MONOMER
0.25	13	1	3119	G6581	G6581_RNA	G6581-MONOMER
0.25	23	1	3120	G6582	G6582_RNA	G6582-MONOMER
0.25	130	2	3121	G6583	G6583_RNA	G6583-MONOMER
0.25	107	2	3122	G6585	G6585_RNA	G6585-MONOMER
0.75	404	2	3124	G6587	G6587_RNA	G6587-MONOMER
0.25	74	1	3126	G6589	G6589_RNA	G6589-MONOMER
0.25	79	1	3127	G6590	G6590_RNA	G6590-MONOMER
0.25	82	1	3128	G6591	G6591_RNA	G6591-MONOMER
0.25	66	1	3129	G6592	G6592_RNA	G6592-MONOMER
0.25	69	1	3130	G6593	G6593_RNA	G6593-MONOMER
0.25	71	1	3131	G6594	G6594_RNA	G6594-MONOMER
0.25	51	1	3132	G6595	G6595_RNA	G6595-MONOMER
0.25	63	1	3133	G6597	G6597_RNA	G6597-MONOMER
0.25	13	1	3134	G6598	G6598_RNA	G6598-MONOMER
0.5	97	1	3138	G6603	G6603_RNA	G6603-MONOMER
0.25	81	1	3139	G6604	G6604_RNA	G6604-MONOMER
0.25	67	1	3140	G6605	G6605_RNA	G6605-MONOMER
0.25	112	1	3142	G6607	G6607_RNA	G6607-MONOMER
0.75	30	2	3152	G6620	G6620_RNA	YCGO-MONOMER
0.5	239	1	3155	G6623	G6623_RNA	G6623-MONOMER
0.75	299	2	3157	G6625	G6625_RNA	G6625-MONOMER
0.75	16	2	3158	G6626	G6626_RNA	MONOMER0-1261
0.75	28	1	3159	G6627	G6627_RNA	G6627-MONOMER
0.75	26	3	3161	G6629	G6629_RNA	G6629-MONOMER
0.75	981	2	3168	G6637	G6637_RNA	G6637-MONOMER
0.75	200	1	3173	G6642	G6642_RNA	G6642-MONOMER
0.75	21	1	3174	G6643	G6643_RNA	B1296-MONOMER
0.5	149	1	3175	G6644	G6644_RNA	G6644-MONOMER
0.5	132	1	3176	G6645	G6645_RNA	G6645-MONOMER
0.25	151	2	3187	G6657	G6657_RNA	G6657-MONOMER
0.75	173	1	3190	G6660	G6660_RNA	G6660-MONOMER
0.75	185	2	3191	G6661	G6661_RNA	G6661-MONOMER
0.25	78	1	3192	G6662	G6662_RNA	G6662-MONOMER
0.75	139	1	3193	G6663	G6663_RNA	G6663-MONOMER
0.5	5415	1	3195	G6665	G6665_RNA	G6665-MONOMER
0.5	172	1	3200	G6670	G6670_RNA	G6670-MONOMER
0.75	168	2	3201	G6671	G6671_RNA	G6671-MONOMER
0.75	413	1	3202	G6672	G6672_RNA	G6672-MONOMER
0.5	175	1	3203	G6673	G6673_RNA	G6673-MONOMER
0.5	47	1	3216	G6689	G6689_RNA	G6689-MONOMER
0.5	306	1	3217	G6691	G6691_RNA	G6691-MONOMER
0.25	35	2	3220	G6696	G6696_RNA	G6696-MONOMER
0.25	171	1	3221	G6697	G6697_RNA	G6697-MONOMER
0.75	416	1	3224	G6700	G6700_RNA	G6700-MONOMER
0.5	61	1	3226	G6702	G6702_RNA	G6702-MONOMER
0.5	172	1	3227	G6703	G6703_RNA	G6703-MONOMER
0.5	161	1	3228	G6704	G6704_RNA	G6704-MONOMER
0.25	81	1	3229	G6705	G6705_RNA	G6705-MONOMER
0.5	179	1	3240	G6717	G6717_RNA	G6717-MONOMER
0.5	231	2	3242	G6719	G6719_RNA	G6719-MONOMER
0.5	239	2	3243	G6720	G6720_RNA	G6720-MONOMER
0.25	309	2	3244	G6721	G6721_RNA	G6721-MONOMER
0.25	207	2	3245	G6723	G6723_RNA	MONOMER0-4444
0.75	459	2	3246	G6724	G6724_RNA	MONOMER0-4250
0.25	51	1	3247	G6725	G6725_RNA	G6725-MONOMER
0.25	38	1	3248	G6727	G6727_RNA	G6727-MONOMER
0.25	47	1	3249	G6728	G6728_RNA	G6728-MONOMER
0.25	37	1	3250	G6729	G6729_RNA	G6729-MONOMER
0.75	417	1	3252	G6731	G6731_RNA	G6731-MONOMER
0.25	160	1	3256	G6738	G6738_RNA	G6738-MONOMER
0.75	61	4	3258	G6742	G6742_RNA	G6742-MONOMER
0.25	12	1	3260	G6744	G6744_RNA	B1433-MONOMER
0.25	31	1	3265	G6750	G6750_RNA	G6750-MONOMER
0.25	17	1	3266	G6751	G6751_RNA	YDCS-MONOMER
0.25	23	1	3267	G6752	G6752_RNA	YDCT-MONOMER
0.25	22	1	3268	G6753	G6753_RNA	YDCU-MONOMER
0.25	213	1	3269	G6754	G6754_RNA	YDCV-MONOMER
0.75	287	1	3270	G6755	G6755_RNA	G6755-MONOMER
0.75	141	1	3274	G6759	G6759_RNA	G6759-MONOMER
0.25	165	1	3275	G6760	G6760_RNA	G6760-MONOMER
0.75	159	2	3276	G6761	G6761_RNA	G6761-MONOMER
0.25	2360	2	3279	G6764	G6764_RNA	ANSP-MONOMER
0.25	149	1	3281	G6766	G6766_RNA	G6766-MONOMER
0.75	203	1	3282	G6769	G6769_RNA	G6769-MONOMER
0.75	196	2	3286	G6774	G6774_RNA	G6774-MONOMER
0.5	151	2	3287	G6775	G6775_RNA	ADHP-MONOMER
0.75	254	2	3296	G6784	G6784_RNA	G6784-MONOMER
0.5	5	1	3297	G6785	G6785_RNA	G6785-MONOMER
0.5	79	1	3299	G6787	G6787_RNA	G6787-MONOMER
0.25	67	1	3307	G6795	G6795_RNA	G6795-MONOMER
0.25	55	1	3308	G6798	G6798_RNA	G6798-MONOMER
0.25	69	1	3309	G6799	G6799_RNA	G6799-MONOMER
0.25	89	1	3310	G6800	G6800_RNA	YDEX-MONOMER
0.25	76	1	3311	G6801	G6801_RNA	YDEY-MONOMER
0.25	28	1	3312	G6802	G6802_RNA	YDEZ-MONOMER
0.25	19	1	3313	G6803	G6803_RNA	YNEA-MONOMER
0.25	76	1	3314	G6804	G6804_RNA	G6804-MONOMER
0.5	109	1	3315	G6805	G6805_RNA	G6805-MONOMER
0.25	233	1	3320	G6810	G6810_RNA	G6810-MONOMER
0.25	93	1	3321	G6811	G6811_RNA	G6811-MONOMER
0.5	206	1	3327	G6817	G6817_RNA	B1543-MONOMER
0.25	12	1	3328	G6818	G6818_RNA	G6818-MONOMER
0.25	223	1	3339	G6829	G6829_RNA	G6829-MONOMER
0.25	208	1	3340	G6830	G6830_RNA	G6830-MONOMER
0.25	124	1	3343	G6833	G6833_RNA	G6833-MONOMER
0.25	128	1	3344	G6834	G6834_RNA	G6834-MONOMER
0.25	85	1	3345	G6835	G6835_RNA	G6835-MONOMER
0.25	99	1	3346	G6838	G6838_RNA	G6838-MONOMER
0.75	122	2	3347	G6839	G6839_RNA	G6839-MONOMER
0.25	99	1	3352	G6844	G6844_RNA	G6844-MONOMER
0.25	91	1	3353	G6845	G6845_RNA	G6845-MONOMER
0.25	78	1	3354	G6846	G6846_RNA	G6846-MONOMER
0.25	12	1	3355	G6847	G6847_RNA	G6847-MONOMER
0.25	124	1	3356	G6848	G6848_RNA	G6848-MONOMER
0.25	158	1	3357	G6849	G6849_RNA	G6849-MONOMER
0.25	39	1	3358	G6850	G6850_RNA	YNFJ-MONOMER
0.75	142	2	3359	G6851	G6851_RNA	G6851-MONOMER
0.5	374	1	3360	G6852	G6852_RNA	PD01896
0.75	265	1	3361	G6853	G6853_RNA	G6853-MONOMER
0.25	9	1	3362	G6854	G6854_RNA	B1596-MONOMER
0.25	85	1	3366	G6858	G6858_RNA	B1600-MONOMER
0.25	39	1	3368	G6860	G6860_RNA	G6860-MONOMER
0.25	1339	1	3369	G6861	G6861_RNA	ARCD-MONOMER
0.75	146	2	3377	G6869	G6869_RNA	G6869-MONOMER
0.75	132	2	3378	G6870	G6870_RNA	G6870-MONOMER
0.75	151	2	3379	G6871	G6871_RNA	G6871-MONOMER
0.75	161	2	3380	G6872	G6872_RNA	G6872-MONOMER
0.75	121	2	3381	G6873	G6873_RNA	G6873-MONOMER
0.75	103	2	3382	G6874	G6874_RNA	G6874-MONOMER
0.75	151	2	3383	G6875	G6875_RNA	G6875-MONOMER
0.25	176	1	3384	G6876	G6876_RNA	G6876-MONOMER
0.75	5978	1	3387	G6879	G6879_RNA	PDXY-MONOMER
0.5	531	1	3390	G6882	G6882_RNA	G6882-MONOMER
0.5	343	1	3391	G6883	G6883_RNA	G6883-MONOMER
0.5	116	1	3392	G6884	G6884_RNA	G6884-MONOMER
0.25	56	1	3396	G6888	G6888_RNA	G6888-MONOMER
0.25	192	1	3397	G6889	G6889_RNA	G6889-MONOMER
0.5	216	1	3400	G6892	G6892_RNA	G6892-MONOMER
0.75	2	2	3401	G6893	G6893_RNA	B1657-MONOMER
0.75	247	1	3403	G6895	G6895_RNA	G6895-MONOMER
0.25	71	1	3404	G6896	G6896_RNA	G6896-MONOMER
0.25	71	1	3405	G6897	G6897_RNA	G6897-MONOMER
0.25	99	1	3406	G6898	G6898_RNA	G6898-MONOMER
0.25	12	1	3424	G6917	G6917_RNA	B1691-MONOMER
0.25	211	1	3439	G6934	G6934_RNA	G6934-MONOMER
0.75	185	1	3440	G6935	G6935_RNA	G6935-MONOMER
