name	reactions	genes	compounds
curcumin degradation	RXN0-6676	G6760	G6760-MONOMER // CPLX0-7927
L-glutamate biosynthesis III	GLUTDEHYD-RXN	EG10372 // EG10404 // EG10403	GDHA-MONOMER // GDHA-CPLX // GLUSYNSMALL-MONOMER // GLUTAMATESYN-DIMER // GLUTAMATESYN-CPLX // GLUSYNLARGE-MONOMER // GLUTAMATESYN-DIMER // GLUTAMATESYN-CPLX
fructoselysine and psicoselysine degradation	RXN0-4841	G7724	G7724-MONOMER // CPLX0-3861
fructoselysine and psicoselysine degradation	RXN0-962	G7726	G7726-MONOMER
fructoselysine and psicoselysine degradation	RXN0-963	G7723	G7723-MONOMER // CPLX0-821
L-threonine biosynthesis	THRESYN-RXN	EG11000	THRESYN-MONOMER
L-threonine biosynthesis	HOMOSERKIN-RXN	EG10999	HOMOSERKIN-MONOMER // HOMOSERKIN-CPLX
PhoRB Two-Component Signal Transduction System, phosphate-dependent	PHOBR-RXN		
PhoRB Two-Component Signal Transduction System, phosphate-dependent	PHOR-RXN		
colanic acid (<i>Escherichia coli</i> K12) biosynthesis	RXN-22216	G7104	G7104-MONOMER
colanic acid (<i>Escherichia coli</i> K12) biosynthesis	RXN-22213	G7101	G7101-MONOMER
colanic acid (<i>Escherichia coli</i> K12) biosynthesis	RXN-22217	G7097	G7097-MONOMER
colanic acid (<i>Escherichia coli</i> K12) biosynthesis	RXN-22214	G7096	G7096-MONOMER
colanic acid (<i>Escherichia coli</i> K12) biosynthesis	RXN-22215	G7095	G7095-MONOMER
colanic acid (<i>Escherichia coli</i> K12) biosynthesis	RXN0-7345	G7103	G7103-MONOMER
colanic acid (<i>Escherichia coli</i> K12) biosynthesis	RXN0-7344	G7102	G7102-MONOMER
colanic acid (<i>Escherichia coli</i> K12) biosynthesis	RXN0-7343	G7100	G7100-MONOMER
colanic acid (<i>Escherichia coli</i> K12) biosynthesis	RXN0-7342	G7099	G7099-MONOMER
colanic acid (<i>Escherichia coli</i> K12) biosynthesis	RXN0-7341	EG11790	EG11790-MONOMER
colanic acid (<i>Escherichia coli</i> K12) biosynthesis	RXN-11791	G7098	G7098-MONOMER
pyridoxal 5'-phosphate biosynthesis I	RXN-13179	EG10691	PDXA-MONOMER // CPLX0-7847
pyridoxal 5'-phosphate biosynthesis I	PSERTRANSAMPYR-RXN	EG10946	PSERTRANSAM-MONOMER // PSERTRANSAM-CPLX
pyridoxal 5'-phosphate biosynthesis I	ERYTHRON4PDEHYDROG-RXN	G0-9461	ERYTHRON4PDEHYDROG-MONOMER // CPLX0-8212
pyridoxal 5'-phosphate biosynthesis I	PDXJ-RXN	EG10693	PDXJ-MONOMER // CPLX0-321
pyridoxal 5'-phosphate biosynthesis I	DXS-RXN	G6237	DXS-MONOMER // CPLX0-743
pyridoxal 5'-phosphate biosynthesis I	ERYTH4PDEHYDROG-RXN	EG10368	ERYTH4PDEHYDROG-MONOMER // ERYTH4PDEHYDROG-CPLX
pyridoxal 5'-phosphate biosynthesis I	PNPOXI-RXN	EG11487	PDXH-MONOMER // PDXH-CPLX
xylitol degradation I	XYLULOKIN-RXN	EG11075	XYLULOKIN-MONOMER // CPLX0-7466
xylitol degradation I	D-XYLULOSE-REDUCTASE-RXN		
guanosine ribonucleotides <i>de novo</i> biosynthesis	GDPKIN-RXN	EG10650 // EG10032	NUCLEOSIDE-DIP-KIN-MONOMER // NUCLEOSIDE-DIP-KIN-CPLX // ADENYL-KIN-MONOMER
guanosine ribonucleotides <i>de novo</i> biosynthesis	GUANYL-KIN-RXN	EG10965	GUANYL-KIN-MONOMER // GUANYL-KIN-CPLX
guanosine ribonucleotides <i>de novo</i> biosynthesis	GMP-SYN-GLUT-RXN	EG10420	GMP-SYN-MONOMER // GMP-SYN-CPLX
guanosine ribonucleotides <i>de novo</i> biosynthesis	IMP-DEHYDROG-RXN	EG10421	IMP-DEHYDROG-MONOMER // IMP-DEHYDROG-CPLX
NAD <i>de novo</i> biosynthesis I	L-ASPARTATE-OXID-RXN	EG10631	L-ASPARTATE-OXID-MONOMER
NAD <i>de novo</i> biosynthesis I	QUINOLINATE-SYNTHA-RXN	EG10630	QUINOLINATE-SYNTHA-MONOMER // CPLX0-7719
NAD <i>de novo</i> biosynthesis I	QUINOPRIBOTRANS-RXN	EG11546	QUINOPRIBOTRANS-MONOMER // QUINOPRIBOTRANS-CPLX
NAD <i>de novo</i> biosynthesis I	NAD-SYNTH-NH3-RXN	EG10663	NAD-SYNTH-MONOMER // NAD-SYNTH-CPLX
NAD <i>de novo</i> biosynthesis I	NAD-SYNTH-GLN-RXN		
NAD <i>de novo</i> biosynthesis I	NICONUCADENYLYLTRAN-RXN	G6350	NICONUCADENYLYLTRAN-MONOMER
L-idonate degradation	1.1.1.264-RXN	G7893	IDONDEHYD-MONOMER
L-idonate degradation	GLUCONOKIN-RXN	EG12152 // EG12629	GLUCONOKINI-MONOMER // GLUCONOKINII-MONOMER // GLUCONOKINII-CPLX
L-idonate degradation	GLUCONATE-5-DEHYDROGENASE-RXN	G7892	GLUCONREDUCT-MONOMER // CPLX0-8292
pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I	RXN-12195		
pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I	CDPREDUCT-RXN	EG10660 // EG10661	NRDA-MONOMER // B1-CPLX // RIBONUCLEOSIDE-DIP-REDUCTI-CPLX // NRDB-MONOMER // B2-CPLX // RIBONUCLEOSIDE-DIP-REDUCTI-CPLX
pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I	UDPREDUCT-RXN	EG10660 // EG10661	NRDA-MONOMER // B1-CPLX // RIBONUCLEOSIDE-DIP-REDUCTI-CPLX // NRDB-MONOMER // B2-CPLX // RIBONUCLEOSIDE-DIP-REDUCTI-CPLX
pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I	DTDPKIN-RXN	EG10650 // EG10032	NUCLEOSIDE-DIP-KIN-MONOMER // NUCLEOSIDE-DIP-KIN-CPLX // ADENYL-KIN-MONOMER
pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I	DTMPKI-RXN	EG12302	DTMPKI-MONOMER // CPLX0-8260
pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I	THYMIDYLATESYN-RXN	EG11002	THYMIDYLATESYN-MONOMER // THYMIDYLATESYN-CPLX
pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I	DUTP-PYROP-RXN	EG10251 // G7164	DUTP-PYROP-MONOMER // DUTP-PYROP-CPLX // G7164-MONOMER
pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I	DUDPKIN-RXN	EG10650	NUCLEOSIDE-DIP-KIN-MONOMER // NUCLEOSIDE-DIP-KIN-CPLX
pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I	DCDPKIN-RXN	EG10650 // EG10032	NUCLEOSIDE-DIP-KIN-MONOMER // NUCLEOSIDE-DIP-KIN-CPLX // ADENYL-KIN-MONOMER
Entner-Doudoroff shunt	PGLUCONDEHYDRAT-RXN	EG10257	PGLUCONDEHYDRAT-MONOMER
Entner-Doudoroff shunt	KDPGALDOL-RXN	EG10256	KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER // KDPGALDOL-4OH2OXOGLUTARALDOL-CPLX
L-serine biosynthesis	KETOGLUTREDUCT-RXN	EG10944	PGLYCDEHYDROG-MONOMER // PGLYCDEHYDROG-CPLX
L-serine biosynthesis	RXN-14932	G6913	G6913-MONOMER // CPLX0-9749
L-serine biosynthesis	RXN0-5114	EG10945 // EG11934 // EG10727	PSERPHOSPHA-MONOMER // APHA-MONOMER // APHA-CPLX // ALKAPHOSPHA-MONOMER // ALKAPHOSPHA-CPLX
L-serine biosynthesis	PGLYCDEHYDROG-RXN	EG10944	PGLYCDEHYDROG-MONOMER // PGLYCDEHYDROG-CPLX
L-serine biosynthesis	PSERTRANSAM-RXN	EG10946	PSERTRANSAM-MONOMER // PSERTRANSAM-CPLX
propanoyl CoA degradation I	PROPIONYL-COA-CARBOXY-RXN		
propanoyl CoA degradation I	METHYLMALONYL-COA-MUT-RXN	EG11444	METHYLMALONYL-COA-MUT-MONOMER // CPLX0-7741
propanoyl CoA degradation I	METHYLMALONYL-COA-EPIM-RXN		
queuosine biosynthesis I (<i>de novo</i>)	RXN-12104	G7843	G7843-MONOMER
queuosine biosynthesis I (<i>de novo</i>)	RXN0-1342	EG10812	EG10812-MONOMER
queuosine biosynthesis I (<i>de novo</i>)	RXN0-1321	EG10996	EG10996-MONOMER // CPLX0-1101
queuosine biosynthesis I (<i>de novo</i>)	RXN0-4022	G7452	G7452-MONOMER // CPLX0-3501
mixed acid fermentation	PHOSACETYLTRANS-RXN	EG20173 // G7288	PHOSACETYLTRANS-MONOMER // PHOSACETYLTRANS-CPLX // G7288-MONOMER // CPLX0-7912
mixed acid fermentation	ACETATEKIN-RXN	EG10027 // EG11809	ACETATEKINA-MONOMER // GARTRANSFORMYL2-MONOMER
mixed acid fermentation	PYRUVFORMLY-RXN	EG11784 // G7627 // EG10701	EG11784-MONOMER // CPLX0-9871 // KETOBUTFORMLY-INACT-MONOMER // KETOBUTFORMLY-MONOMER // PYRUVFORMLY-CPLX // PYRUVFORMLY-MONOMER // PYRUVFORMLY-INACTIVE-CPLX // CPLX0-9871
mixed acid fermentation	ACETALD-DEHYDROG-RXN	G7285 // EG10031 // M014	G7285-MONOMER // ADHE-MONOMER // ADHE-CPLX // MHPF-MONOMER
mixed acid fermentation	ALCOHOL-DEHYDROG-RXN	G6775 // EG10031	ADHP-MONOMER // CPLX0-8015 // ADHE-MONOMER // ADHE-CPLX
mixed acid fermentation	PEPDEPHOS-RXN	EG10803 // EG10804	PKII-MONOMER // PKII-CPLX // PKI-MONOMER // PKI-COMPLEX
mixed acid fermentation	DLACTDEHYDROGNAD-RXN	G592	DLACTDEHYDROGNAD-MONOMER // CPLX0-8158
mixed acid fermentation	FUMHYDR-RXN	EG10358 // EG10357 // EG10356 // G6903 // EG11162	FUMC-MONOMER // FUMARASE-C // FUMB-MONOMER // FUMARASE-B // FUMA-MONOMER // FUMARASE-A // G6903-MONOMER // EG11162-MONOMER
mixed acid fermentation	PEPCARBOX-RXN	EG10756	PEPCARBOX-MONOMER // PEPCARBOX-CPLX
mixed acid fermentation	FHLMULTI-RXN	EG10478 // EG10475 // EG10480 // EG10479 // EG10476 // EG10477 // EG10285	HYCELARGE-MONOMER // HYDROG3-CPLX // FHLMULTI-CPLX // HYCBSMALL-MONOMER // HYDROG3-CPLX // FHLMULTI-CPLX // HYCG-MONOMER // HYDROG3-CPLX // FHLMULTI-CPLX // HYCF-MONOMER // HYDROG3-CPLX // FHLMULTI-CPLX // HYCC-MONOMER // HYDROG3-CPLX // FHLMULTI-CPLX // HYCD-MONOMER // HYDROG3-CPLX // FHLMULTI-CPLX // FORMATEDEHYDROGH-MONOMER // FHLMULTI-CPLX
mixed acid fermentation	R601-RXN	EG10333 // EG10332 // EG10331 // EG10330	FUM-MEMB2 // FUMARATE-REDUCTASE // FUM-MEMB1 // FUMARATE-REDUCTASE // FUM-FE-S // FUMARATE-REDUCTASE // FUM-FLAVO // FUMARATE-REDUCTASE
mixed acid fermentation	CITSYN-RXN	EG10402	CITSYN-MONOMER // CITRATE-SI-SYNTHASE
mixed acid fermentation	ACONITATEDEHYDR-RXN	EG11325 // EG12316	ACONITASE-MONOMER // CPLX0-7760 // ACONITATEDEHYDRB-MONOMER // CPLX0-7761
mixed acid fermentation	ACONITATEHYDR-RXN	EG11325 // EG12316	ACONITASE-MONOMER // CPLX0-7760 // ACONITATEDEHYDRB-MONOMER // CPLX0-7761
mixed acid fermentation	ISOCITDEH-RXN	EG10489	ISOCITHASE-P // ISOCITDEH-SUBUNIT // ISOCITHASE-CPLX
mixed acid fermentation	MALATE-DEH-RXN	EG10576	MALATE-DEHASE-MONOMER // MALATE-DEHASE
pyruvate fermentation to ethanol I	ALCOHOL-DEHYDROG-RXN	G6775 // EG10031	ADHP-MONOMER // CPLX0-8015 // ADHE-MONOMER // ADHE-CPLX
pyruvate fermentation to ethanol I	ACETALD-DEHYDROG-RXN	G7285 // EG10031 // M014	G7285-MONOMER // ADHE-MONOMER // ADHE-CPLX // MHPF-MONOMER
pyruvate fermentation to ethanol I	PYRUVFORMLY-RXN	EG11784 // G7627 // EG10701	EG11784-MONOMER // CPLX0-9871 // KETOBUTFORMLY-INACT-MONOMER // KETOBUTFORMLY-MONOMER // PYRUVFORMLY-CPLX // PYRUVFORMLY-MONOMER // PYRUVFORMLY-INACTIVE-CPLX // CPLX0-9871
L-glutamine biosynthesis I	GLUTAMINESYN-RXN	EG10383	GLUTAMINESYN-MONOMER // ADENYLYL-GS // GLUTAMINESYN-OLIGOMER
superpathway of (Kdo)<SUB>2</SUB>-lipid A biosynthesis (<i>E. coli</i>)	MYRPALMTRAN-RXN	EG10614	MYRISTOYLACYLTRAN-MONOMER
superpathway of (Kdo)<SUB>2</SUB>-lipid A biosynthesis (<i>E. coli</i>)	PALMITOTRANS-RXN	G7241	PALMITOTRANS-MONOMER
superpathway of (Kdo)<SUB>2</SUB>-lipid A biosynthesis (<i>E. coli</i>)	MYRISTOYLACYLTRAN-RXN	EG10614	MYRISTOYLACYLTRAN-MONOMER
superpathway of (Kdo)<SUB>2</SUB>-lipid A biosynthesis (<i>E. coli</i>)	LAUROYLACYLTRAN-RXN	EG10464	LAUROYLACYLTRAN-MONOMER
S-adenosyl-L-methionine biosynthesis	S-ADENMETSYN-RXN	EG10589	S-ADENMETSYN-MONOMER // S-ADENMETSYN-CPLX
preQ<sub>0</sub> biosynthesis	RXN-12093	G6245	G6245-MONOMER
preQ<sub>0</sub> biosynthesis	RXN0-6575	G7443	G7443-MONOMER
preQ<sub>0</sub> biosynthesis	RXN0-5507	G7431	G7431-MONOMER // CPLX0-8123
preQ<sub>0</sub> biosynthesis	GTP-CYCLOHYDRO-I-RXN	EG11375	GTP-CYCLOHYDRO-I-MONOMER // FOLE-CPLX
lipoprotein posttranslational modification (Gram-negative bacteria)	RXN-22554		
lipoprotein posttranslational modification (Gram-negative bacteria)	RXN-22427	G6575 // G6574 // G6573	YCFW-MONOMER // ABC-62-CPLX // YCFV-MONOMER // ABC-62-CPLX // YCFU-MONOMER // ABC-62-CPLX
lipoprotein posttranslational modification (Gram-negative bacteria)	RXN-22553	EG11293	EG11293-MONOMER
lipoprotein posttranslational modification (Gram-negative bacteria)	RXN0-3201	EG10968 // EG12436	EG10968-MONOMER // CPLX0-2941 // EG12436-MONOMER
lipoprotein posttranslational modification (Gram-negative bacteria)	RXN-17362	EG10548	EG10548-MONOMER
lipoprotein posttranslational modification (Gram-negative bacteria)	RXN-17363	EG10168	EG10168-MONOMER
lipoprotein posttranslational modification (Gram-negative bacteria)	RXN0-20	EG12128	EG12128-MONOMER
<i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation I	RXN0-7390	EG10637	ACNEULY-MONOMER // ACNEULY-CPLX
<i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation I	RXN0-7389	G7675	G7675-MONOMER
<i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation I	NANK-RXN	G7676	NANK-MONOMER // CPLX0-8588
<i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation I	NANE-RXN	G7677	NANE-MONOMER
acyl carrier protein metabolism	HOLO-ACP-SYNTH-RXN	EG10247 // EG12221	HOLO-ACP-SYNTH-MONOMER // HOLO-ACP-SYNTH-CPLX // EG12221-MONOMER
acyl carrier protein metabolism	3.1.4.14-RXN	EG11095	EG11095-MONOMER
glycolate and glyoxylate degradation I	TSA-REDUCT-RXN	EG11176	TSA-REDUCT-MONOMER
glycolate and glyoxylate degradation I	RXN0-7229	G0-8601 // G7544 // G7545	MONOMER0-561 // CPLX0-7458 // G7544-MONOMER // CPLX0-7458 // G7545-MONOMER // CPLX0-7458
glycolate and glyoxylate degradation I	GKI-RXN	EG11175 // G6283	GKI-MONOMER // GLY3KIN-MONOMER
glycolate and glyoxylate degradation I	GLYOCARBOLIG-RXN	EG11583	GLYOCARBOLIG-MONOMER // GLYOCARBOLIG-CPLX
fatty acid biosynthesis initiation II	ACP-S-ACETYLTRANSFER-RXN	EG10277	FABH-MONOMER // CPLX0-252
fatty acid biosynthesis initiation II	3-OXOACYL-ACP-SYNTH-BASE-RXN	EG12606 // EG10274	3-OXOACYL-ACP-SYNTHII-MONOMER // 3-OXOACYL-ACP-SYNTHII-CPLX // FABB-MONOMER // FABB-CPLX
sedoheptulose bisphosphate bypass	SEDOBISALDOL-RXN	EG10282	FRUCTBISALD-CLASSII-MONOMER // FRUCBISALD-CLASSII
sedoheptulose bisphosphate bypass	RXN0-6541	EG10699	6PFK-1-MONOMER // 6PFK-1-CPX
hydrogen production V	FHLMULTI-RXN	EG10478 // EG10475 // EG10480 // EG10479 // EG10476 // EG10477 // EG10285	HYCELARGE-MONOMER // HYDROG3-CPLX // FHLMULTI-CPLX // HYCBSMALL-MONOMER // HYDROG3-CPLX // FHLMULTI-CPLX // HYCG-MONOMER // HYDROG3-CPLX // FHLMULTI-CPLX // HYCF-MONOMER // HYDROG3-CPLX // FHLMULTI-CPLX // HYCC-MONOMER // HYDROG3-CPLX // FHLMULTI-CPLX // HYCD-MONOMER // HYDROG3-CPLX // FHLMULTI-CPLX // FORMATEDEHYDROGH-MONOMER // FHLMULTI-CPLX
L-serine degradation	RXN-15127	G7877	G7877-MONOMER // CPLX0-1881
L-serine degradation	RXN-15124	EG11623 // EG10990 // EG10930 // G7624 // EG10192 // EG10193 // G7622 // EG10583 // EG10564 // EG10249 // EG10408 // EG11005 // G7038	LSERINEDEAM2-MONOMER // THREDEHYDCAT-MONOMER // THREDEHYDCAT-CPLX // LSERINEDEAM1-MONOMER // LSERINEDEAM3-MONOMER // CPLX0-7622 // ACSERLYA-MONOMER // ACSERLYA-CPLX // CYSSYNMULTI-CPLX // ACSERLYB-MONOMER // ACSERLYB-CPLX // G7622-MONOMER // CYSTATHIONINE-BETA-LYASE-MONOMER // CYSTATHIONINE-BETA-LYASE-CPLX // EG10564-MONOMER // CPLX0-8092 // DSERDEAM-MONOMER // GLYOHMETRANS-MONOMER // GLYOHMETRANS-CPLX // TRYPTOPHAN-MONOMER // TRYPTOPHAN-CPLX // DCYSDESULF-MONOMER // DCYSDESULF-CPLX
L-serine degradation	RXN-15125	EG11623 // EG10990 // EG10930 // G7624	LSERINEDEAM2-MONOMER // THREDEHYDCAT-MONOMER // THREDEHYDCAT-CPLX // LSERINEDEAM1-MONOMER // LSERINEDEAM3-MONOMER // CPLX0-7622
cytidylyl molybdenum cofactor biosynthesis	RXN0-6254	G7496	G7496-MONOMER
L-asparagine degradation I	ASPARAGHYD-RXN	EG10046 // EG10045 // EG12407	ANSB-MONOMER // ANSB-CPLX // ANSA-MONOMER // ANSA-CPLX // EG12407-MONOMER // MONOMER0-3 // MONOMER0-2 // CPLX0-263 // CPLX0-263
NarX Two-Component Signal Transduction System, nitrate dependent	NARLX-RXN		
NarX Two-Component Signal Transduction System, nitrate dependent	NARX-RXN		
NarX Two-Component Signal Transduction System, nitrate dependent	NARPX-RXN		
L-tryptophan biosynthesis	RXN0-2382	EG11025	TRYPSYN-BPROTEIN // CPLX0-2401 // TRYPSYN
L-tryptophan biosynthesis	RXN0-2381	EG11024	TRYPSYN-APROTEIN // TRYPSYN
L-tryptophan biosynthesis	ANTHRANSYN-RXN	EG11027 // EG11028	ANTHRANSYNCOMPII-MONOMER // ANTHRANSYN-CPLX // ANTHRANSYNCOMPI-MONOMER // ANTHRANSYN-CPLX
L-tryptophan biosynthesis	PRTRANS-RXN	EG11027	ANTHRANSYNCOMPII-MONOMER // ANTHRANSYN-CPLX
L-tryptophan biosynthesis	PRAISOM-RXN	EG11026	PRAI-IGPS
L-tryptophan biosynthesis	IGPSYN-RXN	EG11026	PRAI-IGPS
pseudouridine degradation	PSEUDOURIDINE-KINASE-RXN	EG11646	EG11646-MONOMER
pseudouridine degradation	RXN0-5398	EG12033	EG12033-MONOMER // CPLX0-8233
salvage pathways of pyrimidine ribonucleotides	RXN-11832	EG11265	CMPKI-MONOMER
salvage pathways of pyrimidine ribonucleotides	CYTIDINEKIN-RXN	EG11701	UDK-MONOMER
salvage pathways of pyrimidine ribonucleotides	URKI-RXN	EG11701	UDK-MONOMER
salvage pathways of pyrimidine ribonucleotides	CYTDEAM-RXN	EG11326	CYTDEAM-MONOMER // CPLX0-7932
salvage pathways of pyrimidine ribonucleotides	CYTIDEAM2-RXN	EG10137	CYTIDEAM-MONOMER // CYTIDEAM-CPLX
salvage pathways of pyrimidine ribonucleotides	URPHOS-RXN	EG11045 // EG12159	URPHOS-MONOMER // URPHOS-CPLX // EG12159-MONOMER // CPLX0-8619
salvage pathways of pyrimidine ribonucleotides	CDPKIN-RXN	EG10650 // EG10032	NUCLEOSIDE-DIP-KIN-MONOMER // NUCLEOSIDE-DIP-KIN-CPLX // ADENYL-KIN-MONOMER
salvage pathways of pyrimidine ribonucleotides	URACIL-PRIBOSYLTRANS-RXN	EG11332	URACIL-PRIBOSYLTRANS-MONOMER // URACIL-PRIBOSYLTRANS-CPLX
PhoQP Two-Component Signal Transduction System, magnesium-dependent	PHOP-RXN		
PhoQP Two-Component Signal Transduction System, magnesium-dependent	PHOQ-RXN		
L-ascorbate degradation II (bacterial, aerobic)	RXN-21400		
L-ascorbate degradation II (bacterial, aerobic)	RIBULPEPIM-RXN	EG10055 // EG12287 // G7860	RIBULPEPIM-MONOMER // RIBULPEPIM-CPLX // EG12287-MONOMER // G7860-MONOMER
L-ascorbate degradation II (bacterial, aerobic)	LXULRU5P-RXN	G7859 // EG12286	G7859-MONOMER // EG12286-MONOMER
L-ascorbate degradation II (bacterial, aerobic)	RXN0-705	G7858 // EG12285	G7858-MONOMER // CPLX0-7744 // EG12285-MONOMER
L-ascorbate degradation II (bacterial, aerobic)	RXN0-703	EG12279	EG12279-MONOMER // CPLX0-2061
L-ascorbate degradation II (bacterial, aerobic)	RXN0-704	EG12284	LYXK-MONOMER // LYXK-CPLX
L-ascorbate degradation II (bacterial, aerobic)	RXN-12440		
monocistronic leuX tRNA processing	RXN0-7483	EG10743	EG10743-MONOMER // CPLX0-3521 // CPLX0-2381
monocistronic leuX tRNA processing	RXN0-7473	G7175 // EG10858 // EG11547 // EG10863	G7175-MONOMER // CPLX0-3601 // EG10858-MONOMER // EG11547-MONOMER // CPLX0-3602 // EG10863-MONOMER
monocistronic leuX tRNA processing	3.1.26.5-RXN	EG30069 // EG10862	CPLX0-1382 // EG10862-MONOMER // CPLX0-1382
monocistronic leuX tRNA processing	RXN-24139	EG11620	EG11620-MONOMER
monocistronic leuX tRNA processing	RXN-24138	EG30069 // EG10862	CPLX0-1382 // EG10862-MONOMER // CPLX0-1382
purine deoxyribonucleosides degradation I	ADDALT-RXN	EG10030	ADENODEAMIN-MONOMER
purine deoxyribonucleosides degradation I	DEOXYADENPHOSPHOR-RXN	EG10222	DEOD-MONOMER // DEOD-CPLX
purine deoxyribonucleosides degradation I	DEOXYGUANPHOSPHOR-RXN	EG10222	DEOD-MONOMER // DEOD-CPLX
purine deoxyribonucleosides degradation I	DEOXYINOPHOSPHOR-RXN	EG10222	DEOD-MONOMER // DEOD-CPLX
trehalose degradation VI (periplasmic)	ALDOSE-1-EPIMERASE-RXN		
trehalose degradation VI (periplasmic)	TREHALA-RXN	EG11017 // EG12245	TREHALAPERI-MONOMER // TREHALACYTO-MONOMER
glutathione-glutaredoxin redox reactions	RXN0-7271	EG12688 // EG10417 // EG12294	GRXB-MONOMER // OX-GLUTAREDOXIN-B // RED-GLUTAREDOXIN // GLUTAREDOXIN-MONOMER // GRXC-MONOMER // OX-GLUTAREDOXIN-C
glutathione-glutaredoxin redox reactions	PRODISULFREDUCT-A-RXN	EG12688 // EG10417 // EG12294	GRXB-MONOMER // OX-GLUTAREDOXIN-B // RED-GLUTAREDOXIN // GLUTAREDOXIN-MONOMER // GRXC-MONOMER // OX-GLUTAREDOXIN-C
L-threonine degradation II	AKBLIG-RXN	EG10512	AKBLIG-MONOMER // AKBLIG-CPLX
L-threonine degradation II	THREODEHYD-RXN	EG12293 // EG10993	EG12293-MONOMER // THREODEHYD-MONOMER // THREODEHYD-CPLX
L-cysteine biosynthesis I	ACSERLY-RXN	EG10192 // EG10193	ACSERLYA-MONOMER // ACSERLYA-CPLX // CYSSYNMULTI-CPLX // ACSERLYB-MONOMER // ACSERLYB-CPLX
L-cysteine biosynthesis I	SERINE-O-ACETTRAN-RXN	EG10187	SERINE-O-ACETTRAN-MONOMER // CPLX0-237 // CYSSYNMULTI-CPLX
L-lysine degradation I	RXN0-7319	EG12387	EG12387-MONOMER
L-lysine degradation I	RXN0-7316	G7394	G7394-MONOMER // CPLX0-8201
L-lysine degradation I	VAGL-RXN	G6646 // EG10361	G6646-MONOMER // GABATRANSAM-MONOMER // GABATRANSAM-CPLX
L-lysine degradation I	RXN-8182	G6811 // EG11329	G6811-MONOMER // CPLX0-7687 // SUCCSEMIALDDEHYDROG-MONOMER // CPLX0-7688
L-lysine degradation I	RXN0-7318	G6755	G6755-MONOMER // CPLX0-3641
L-lysine degradation I	RXN0-7317	G7596	G7596-MONOMER // CPLX0-8159
L-lysine degradation I	LYSDECARBOX-RXN	EG10131 // G6094	LYSDECARBOX-MONOMER // LYSDECARBOX-CPLX // LDC2-MONOMER // LDC2-CPLX
peptidoglycan recycling I	RXN-17391	G6622 // G7457 // G7410 // G7533 // EG10246 // EG10950 // EG11373	G6622-MONOMER // G7457-MONOMER // G7410-MONOMER // G7533-MONOMER // EG10246-MONOMER // EG10950-MONOMER // EG11373-MONOMER
peptidoglycan recycling I	TRANS-RXN0-226	EG12183	AMPG-MONOMER
peptidoglycan recycling I	UDPNACETYLMURAMATEDEHYDROG-RXN	EG11205	UDPNACETYLMURAMATEDEHYDROG-MONOMER
peptidoglycan recycling I	UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN	EG11358	UDPNACETYLGLUCOSAMENOLPYRTRANS-MONOMER
peptidoglycan recycling I	RXN0-2361	EG12440	EG12440-MONOMER
peptidoglycan recycling I	RXN0-5227	G6621	G6621-MONOMER // CPLX0-8616
peptidoglycan recycling I	NAG1P-URIDYLTRANS-RXN	EG11198	NAG1P-URIDYLTRANS-MONOMER // NAG1P-URIDYLTRANS-CPLX
peptidoglycan recycling I	2.3.1.157-RXN	EG11198	NAG1P-URIDYLTRANS-MONOMER // NAG1P-URIDYLTRANS-CPLX
peptidoglycan recycling I	5.4.2.10-RXN	EG11553	PHOSGLUCOSAMINEMUT-MONOMER // CPLX0-8583
peptidoglycan recycling I	NAG6PDEACET-RXN	EG10632	NAG6PDEACET-MONOMER // NAG6PDEACET-CPLX
peptidoglycan recycling I	RXN0-5225	EG10041 // G6452	EG10041-MONOMER // G6452-MONOMER
peptidoglycan recycling I	RXN0-5226	G6567	G6567-MONOMER
peptidoglycan recycling I	RXN0-4621	G6880	G6880-MONOMER
peptidoglycan recycling I	RXN0-4641	G7263	G7263-MONOMER // CPLX0-7732
lactose degradation III	BETAGALACTOSID-RXN	EG12013 // EG10527	EG12013-MONOMER // BETAGALACTOSID-MONOMER // BETAGALACTOSID-CPLX
NtrBC Two-Component Regulatory System	RXN0-7373		
NtrBC Two-Component Regulatory System	RXN0-7372		
NtrBC Two-Component Regulatory System	RXN0-7380		
NtrBC Two-Component Regulatory System	NRIIPHOS-RXN		
superpathway of UDP-N-acetyl-&alpha;-D-mannosaminouronate biosynthesis	UDPMANNACADEHYDROG-RXN	EG11452	UDPMANNACADEHYDROG-MONOMER // CPLX0-8013
